ID_bien;Surface Carrez du 1er lot;Code type local;Type local;Nombre pieces principales;ID_commune
15454;53.04;2;Appartement;3;15454
15455;50.02;2;Appartement;2;15455
15456;69.35;2;Appartement;3;15456
15457;71.51;2;Appartement;3;15457
15458;56.28;2;Appartement;3;15458
15459;49.49;2;Appartement;2;15459
15460;43.16;2;Appartement;2;15460
15461;89.4;1;Maison;4;15461
15462;73.06;2;Appartement;4;15462
15463;76.8;1;Maison;4;15463
15464;34.06;2;Appartement;2;15464
15465;58.7;2;Appartement;3;15465
15466;66.88;2;Appartement;2;15466
15467;25;2;Appartement;1;15467
15468;104.26;2;Appartement;4;15468
15469;80.26;2;Appartement;3;15469
15470;87.61;2;Appartement;3;15470
15471;105;2;Appartement;5;15471
15472;117;2;Appartement;4;15472
15473;422.5;2;Appartement;1;15473
15474;79.32;2;Appartement;5;15474
15475;77.28;2;Appartement;3;15475
15476;46;2;Appartement;2;15476
15477;309.82;1;Maison;4;15477
15478;61.19;2;Appartement;2;15478
15479;68.3;2;Appartement;4;15479
15480;126.84;2;Appartement;5;15480
15481;30.04;2;Appartement;1;15481
15482;75.87;2;Appartement;4;15482
15483;168.38;2;Appartement;4;15483
15484;12.42;2;Appartement;1;15484
15485;23.13;2;Appartement;1;15485
15486;45.64;2;Appartement;2;15486
15487;61.88;2;Appartement;3;15487
15488;25.13;2;Appartement;1;15488
15489;46.69;2;Appartement;1;15489
15490;59.25;2;Appartement;3;15490
15491;92.78;2;Appartement;4;15491
15492;33.71;2;Appartement;1;15492
15493;75.57;2;Appartement;4;15493
15494;105.35;2;Appartement;4;15494
15495;18.54;2;Appartement;1;15495
15496;34.06;2;Appartement;1;15496
15497;17.62;2;Appartement;1;15497
15498;96.66;2;Appartement;4;15498
15499;66.3;2;Appartement;3;15499
15500;28.7;2;Appartement;1;15500
15501;29;2;Appartement;1;15501
15502;79.66;2;Appartement;4;15502
15503;38.87;2;Appartement;1;15503
15504;39.01;2;Appartement;2;15504
15505;87.48;2;Appartement;5;15505
15506;55.05;2;Appartement;3;15506
15507;65.99;2;Appartement;3;15507
15508;47.23;2;Appartement;3;15508
15509;79.43;2;Appartement;2;15509
15510;92.66;2;Appartement;3;15510
15511;38.52;2;Appartement;2;15511
15512;92.59;1;Maison;4;15512
15513;25.9;2;Appartement;2;15513
15514;81.19;2;Appartement;4;15514
15515;20.97;2;Appartement;2;15515
15516;32.19;2;Appartement;2;15516
15517;97.39;2;Appartement;2;15517
15518;44.75;2;Appartement;2;15518
15519;45.74;2;Appartement;2;15519
15520;68.92;2;Appartement;3;15520
15521;52.45;2;Appartement;3;15521
15522;79.9;2;Appartement;3;15522
15523;46.79;2;Appartement;1;15523
15524;62;2;Appartement;3;15524
15525;64.59;2;Appartement;3;15525
15526;72.82;2;Appartement;4;15526
15527;82.45;1;Maison;4;15527
15528;79.73;2;Appartement;4;15528
15529;72.16;2;Appartement;3;15529
15530;66.32;2;Appartement;4;15530
15531;16.4;2;Appartement;1;15531
15532;30.77;2;Appartement;2;15532
15533;90.53;1;Maison;4;15533
15534;67.29;2;Appartement;4;15534
15535;45.25;2;Appartement;2;15535
15536;26.85;2;Appartement;1;15536
15537;66.46;2;Appartement;3;15537
15538;65.33;2;Appartement;3;15538
15539;89.27;2;Appartement;4;15539
15540;89.74;2;Appartement;3;15540
15541;70.67;2;Appartement;4;15541
15542;26.79;2;Appartement;1;15542
15543;132.12;2;Appartement;5;15543
15544;79.67;2;Appartement;3;15544
15545;51.13;2;Appartement;3;15545
15546;27;2;Appartement;1;15546
15547;33.89;2;Appartement;2;15547
15548;67.24;2;Appartement;4;15548
15549;61.4;2;Appartement;4;15549
15550;53.88;2;Appartement;3;15550
15551;105;2;Appartement;5;15551
15552;53.95;2;Appartement;2;15552
15553;54.69;2;Appartement;2;15553
15554;70.29;2;Appartement;3;15554
15555;55;2;Appartement;3;15555
15556;42.5;2;Appartement;2;15556
15557;40.27;2;Appartement;3;15557
15558;204.47;2;Appartement;5;15558
15559;41.39;2;Appartement;2;15559
15560;109.72;2;Appartement;4;15560
15561;18.21;2;Appartement;2;15561
15562;29.71;2;Appartement;1;15562
15563;76.14;2;Appartement;4;15563
15564;86.94;2;Appartement;4;15564
15565;89.29;2;Appartement;4;15565
15566;58.94;2;Appartement;3;15566
15567;69.66;2;Appartement;3;15567
15568;87.53;2;Appartement;3;15568
15569;17.56;2;Appartement;1;15569
15570;71.72;2;Appartement;4;15570
15571;40.36;1;Maison;3;15571
15572;79.83;2;Appartement;4;15572
15573;371.54;2;Appartement;4;15573
15574;67.13;2;Appartement;3;15574
15575;77.13;2;Appartement;3;15575
15576;90.3;2;Appartement;4;15576
15577;142.5;2;Appartement;5;15577
15578;93;2;Appartement;4;15578
15579;93.72;1;Maison;4;15579
15580;42.28;2;Appartement;2;15580
15581;122;2;Appartement;3;15581
15582;66.24;2;Appartement;4;15582
15583;91.16;2;Appartement;4;15583
15584;66.12;2;Appartement;4;15584
15585;22.85;2;Appartement;1;15585
15586;16.58;2;Appartement;1;15586
15587;20.92;2;Appartement;1;15587
15588;69.8;2;Appartement;4;15588
15589;56.76;2;Appartement;3;15589
15590;65.26;2;Appartement;4;15590
15591;47.73;2;Appartement;2;15591
15592;88.6;2;Appartement;5;15592
15593;60.71;2;Appartement;3;15593
15594;47.02;2;Appartement;2;15594
15595;56.1;2;Appartement;2;15595
15596;67.12;2;Appartement;3;15596
15597;48.83;2;Appartement;2;15597
15598;73.88;2;Appartement;3;15598
15599;70.59;2;Appartement;3;15599
15600;19.95;2;Appartement;1;15600
15601;41.6;2;Appartement;3;15601
15602;60.73;2;Appartement;3;15602
15603;35.26;2;Appartement;1;15603
15604;74;2;Appartement;3;15604
15605;13.75;2;Appartement;1;15605
15606;61.91;2;Appartement;3;15606
15607;77.18;2;Appartement;4;15607
15608;45.44;2;Appartement;2;15608
15609;54.46;2;Appartement;2;15609
15610;21.27;2;Appartement;2;15610
15611;28.12;2;Appartement;1;15611
15612;42.48;2;Appartement;2;15612
15613;66.92;2;Appartement;2;15613
15614;16.23;2;Appartement;1;15614
15615;40.37;2;Appartement;2;15615
15616;52.51;2;Appartement;3;15616
15617;13.5;2;Appartement;1;15617
15618;62.72;2;Appartement;3;15618
15619;94.18;2;Appartement;4;15619
15620;71.71;2;Appartement;3;15620
15621;62.36;2;Appartement;3;15621
15622;38.08;2;Appartement;2;15622
15623;71.98;2;Appartement;3;15623
15624;40.85;2;Appartement;1;15624
15625;65.07;2;Appartement;3;15625
15626;33.48;2;Appartement;1;15626
15627;26.73;2;Appartement;2;15627
15628;79.4;1;Maison;4;15628
15629;54.14;2;Appartement;3;15629
15630;30.39;2;Appartement;2;15630
15631;95.66;1;Maison;5;15631
15632;34.82;2;Appartement;2;15632
15633;20.8;2;Appartement;1;15633
15634;57.66;2;Appartement;3;15634
15635;82.47;2;Appartement;4;15635
15636;64.29;2;Appartement;3;15636
15637;17.77;2;Appartement;1;15637
15638;74.15;2;Appartement;3;15638
15639;99.43;1;Maison;5;15639
15640;49.06;2;Appartement;2;15640
15641;85.01;2;Appartement;3;15641
15642;71.38;2;Appartement;3;15642
15643;66.26;2;Appartement;3;15643
15644;63.47;2;Appartement;3;15644
15645;10.46;2;Appartement;1;15645
15646;79.2;2;Appartement;3;15646
15647;47.17;2;Appartement;2;15647
15648;99.12;2;Appartement;4;15648
15649;85;2;Appartement;4;15649
15650;54;2;Appartement;3;15650
15651;37.2;2;Appartement;2;15651
15652;82.91;2;Appartement;3;15652
15653;86.29;2;Appartement;4;15653
15654;70.04;2;Appartement;3;15654
15655;17.83;2;Appartement;1;15655
15656;90.82;2;Appartement;4;15656
15657;25.65;2;Appartement;1;15657
15658;82.47;2;Appartement;5;15658
15659;28.17;2;Appartement;1;15659
15660;65.2;2;Appartement;4;15660
15661;35.15;2;Appartement;2;15661
15662;34.34;2;Appartement;1;15662
15663;54.93;2;Appartement;3;15663
15664;35.1;2;Appartement;2;15664
15665;78.59;2;Appartement;5;15665
15666;72.98;2;Appartement;3;15666
15667;25.19;2;Appartement;1;15667
15668;18.84;2;Appartement;1;15668
15669;44.11;2;Appartement;2;15669
15670;44.43;2;Appartement;2;15670
15671;54.41;2;Appartement;2;15671
15672;21.78;2;Appartement;1;15672
15673;199.37;2;Appartement;6;15673
15674;74.64;2;Appartement;4;15674
15675;33.38;2;Appartement;1;15675
15676;50.93;2;Appartement;2;15676
15677;26.17;2;Appartement;1;15677
15678;80.7;2;Appartement;4;15678
15679;40.81;2;Appartement;2;15679
15680;78.94;2;Appartement;4;15680
15681;54.49;2;Appartement;3;15681
15682;54.36;2;Appartement;2;15682
15683;94.08;1;Maison;5;15683
15684;121;2;Appartement;5;15684
15685;80.35;1;Maison;4;15685
15686;75.33;2;Appartement;3;15686
15687;40.17;2;Appartement;1;15687
15688;64.65;1;Maison;3;15688
15689;158.8;1;Maison;6;15689
15690;49.19;2;Appartement;2;15690
15691;23.08;2;Appartement;1;15691
15692;36.01;1;Maison;2;15692
15693;28.6;2;Appartement;1;15693
15694;14.5;1;Maison;0;15694
15695;85.21;2;Appartement;4;15695
15696;49.01;2;Appartement;2;15696
15697;102.4;1;Maison;3;15697
15698;64.13;2;Appartement;3;15698
15699;54;2;Appartement;2;15699
15700;34.24;2;Appartement;2;15700
15701;103.78;2;Appartement;4;15701
15702;29.25;2;Appartement;1;15702
15703;28.28;2;Appartement;2;15703
15704;99.01;1;Maison;3;15704
15705;47.14;2;Appartement;2;15705
15706;31.4;2;Appartement;1;15706
15707;13.51;2;Appartement;1;15707
15708;21.64;2;Appartement;1;15708
15709;35.37;2;Appartement;1;15709
15710;30.84;2;Appartement;2;15710
15711;26.78;2;Appartement;2;15711
15712;63.8;2;Appartement;4;15712
15713;47.44;2;Appartement;3;15713
15714;131.26;2;Appartement;6;15714
15715;41.76;2;Appartement;2;15715
15716;42.3;2;Appartement;2;15716
15717;17.94;2;Appartement;1;15717
15718;24.35;2;Appartement;1;15718
15719;65.43;2;Appartement;4;15719
15720;87.37;2;Appartement;4;15720
15721;80.05;2;Appartement;4;15721
15722;68.1;2;Appartement;3;15722
15723;26.92;2;Appartement;1;15723
15724;58.12;2;Appartement;2;15724
15725;57.7;2;Appartement;3;15725
15726;26.84;2;Appartement;1;15726
15727;19.08;2;Appartement;1;15727
15728;33.2;2;Appartement;1;15728
15729;46.73;2;Appartement;4;15729
15730;25.61;2;Appartement;2;15730
15731;34.58;2;Appartement;1;15731
15732;37;2;Appartement;2;15732
15733;17.03;2;Appartement;1;15733
15734;47.04;2;Appartement;2;15734
15735;18.98;2;Appartement;2;15735
15736;44.35;2;Appartement;2;15736
15737;112.7;2;Appartement;4;15737
15738;13.15;2;Appartement;1;15738
15739;85.23;2;Appartement;4;15739
15740;28;2;Appartement;1;15740
15741;35.6;2;Appartement;2;15741
15742;173.47;2;Appartement;4;15742
15743;26.7;2;Appartement;1;15743
15744;64.43;2;Appartement;3;15744
15745;49.5;2;Appartement;3;15745
15746;34.56;2;Appartement;1;15746
15747;27.08;2;Appartement;2;15747
15748;21.52;2;Appartement;1;15748
15749;15.05;2;Appartement;1;15749
15750;23.06;2;Appartement;1;15750
15751;34.78;2;Appartement;2;15751
15752;87.95;2;Appartement;4;15752
15753;25.45;2;Appartement;3;15753
15754;88.7;2;Appartement;4;15754
15755;66.5;2;Appartement;4;15755
15756;97.29;2;Appartement;4;15756
15757;21.55;2;Appartement;1;15757
15758;43.62;2;Appartement;2;15758
15759;20.02;2;Appartement;1;15759
15760;27.51;2;Appartement;2;15760
15761;29.98;2;Appartement;2;15761
15762;12.78;2;Appartement;1;15762
15763;50.69;2;Appartement;3;15763
15764;96.14;2;Appartement;4;15764
15765;35.2;2;Appartement;2;15765
15766;60.29;2;Appartement;2;15766
15767;60.5;2;Appartement;3;15767
15768;82.24;2;Appartement;4;15768
15769;40.62;2;Appartement;2;15769
15770;44.86;2;Appartement;2;15770
15771;45.2;2;Appartement;3;15771
15772;53.7;2;Appartement;3;15772
15773;93.98;2;Appartement;4;15773
15774;27.12;2;Appartement;1;15774
15775;51.25;2;Appartement;3;15775
15776;27.77;2;Appartement;1;15776
15777;22.14;2;Appartement;1;15777
15778;34.8;2;Appartement;2;15778
15779;27.89;2;Appartement;1;15779
15780;12.75;2;Appartement;1;15780
15781;110.03;1;Maison;6;15781
15782;22.5;2;Appartement;1;15782
15783;70;2;Appartement;1;15783
15784;76.81;2;Appartement;4;15784
15785;53.49;2;Appartement;2;15785
15786;30.84;2;Appartement;3;15786
15787;26.6;2;Appartement;1;15787
15788;20.03;2;Appartement;1;15788
15789;39.88;2;Appartement;3;15789
15790;29.08;2;Appartement;2;15790
15791;32.1;2;Appartement;1;15791
15792;49.25;2;Appartement;2;15792
15793;44.83;2;Appartement;2;15793
15794;76.75;2;Appartement;3;15794
15795;35.67;2;Appartement;3;15795
15796;26.8;2;Appartement;2;15796
15797;49.79;2;Appartement;2;15797
15798;34.25;2;Appartement;2;15798
15799;27.89;2;Appartement;2;15799
15800;98.28;2;Appartement;4;15800
15801;19.95;2;Appartement;1;15801
15802;42.06;2;Appartement;3;15802
15803;23.86;2;Appartement;1;15803
15804;18.6;2;Appartement;1;15804
15805;50.69;2;Appartement;3;15805
15806;51.29;2;Appartement;2;15806
15807;55.55;2;Appartement;3;15807
15808;64.08;2;Appartement;3;15808
15809;20.7;2;Appartement;1;15809
15810;59.62;2;Appartement;2;15810
15811;22.72;2;Appartement;2;15811
15812;57.67;2;Appartement;3;15812
15813;47.23;2;Appartement;3;15813
15814;51.75;2;Appartement;2;15814
15815;96.36;1;Maison;4;15815
15816;62.05;2;Appartement;3;15816
15817;26.11;2;Appartement;1;15817
15818;86.01;2;Appartement;4;15818
15819;107.59;1;Maison;5;15819
15820;63.29;2;Appartement;3;15820
15821;71.69;2;Appartement;3;15821
15822;19.42;2;Appartement;1;15822
15823;73.46;2;Appartement;4;15823
15824;90.03;2;Appartement;4;15824
15825;22.69;2;Appartement;1;15825
15826;76.94;2;Appartement;3;15826
15827;20;2;Appartement;1;15827
15828;130.96;2;Appartement;9;15828
15829;24.95;2;Appartement;1;15829
15830;67.09;2;Appartement;3;15830
15831;72.7;2;Appartement;3;15831
15832;63.42;2;Appartement;3;15832
15833;65.56;2;Appartement;3;15833
15834;60.07;2;Appartement;2;15834
15835;46.28;2;Appartement;2;15835
15836;62.26;2;Appartement;4;15836
15837;60.21;2;Appartement;3;15837
15838;22.2;2;Appartement;1;15838
15839;100.32;1;Maison;5;15839
15840;28.82;2;Appartement;1;15840
15841;49.07;2;Appartement;2;15841
15842;76.59;2;Appartement;4;15842
15843;30.06;2;Appartement;2;15843
15844;50.35;2;Appartement;3;15844
15845;148.47;1;Maison;4;15845
15846;78.78;2;Appartement;4;15846
15847;58.9;2;Appartement;2;15847
15848;98.91;2;Appartement;4;15848
15849;102.31;2;Appartement;4;15849
15850;46.46;2;Appartement;2;15850
15851;93.4;2;Appartement;4;15851
15852;70.97;2;Appartement;3;15852
15853;88.46;2;Appartement;4;15853
15854;151.5;2;Appartement;4;15854
15855;45.59;2;Appartement;3;15855
15856;21.69;2;Appartement;1;15856
15857;17.41;2;Appartement;1;15857
15858;35.62;2;Appartement;1;15858
15859;65.74;2;Appartement;3;15859
15860;88.52;2;Appartement;4;15860
15861;35.04;2;Appartement;2;15861
15862;101.58;2;Appartement;4;15862
15863;93.25;2;Appartement;4;15863
15864;66.17;2;Appartement;3;15864
15865;18.11;2;Appartement;1;15865
15866;62.73;2;Appartement;3;15866
15867;36.68;2;Appartement;2;15867
15868;92.72;1;Maison;6;15868
15869;85.12;2;Appartement;5;15869
15870;72.69;2;Appartement;3;15870
15871;146.64;1;Maison;4;15871
15872;56.92;2;Appartement;2;15872
15873;32.67;2;Appartement;1;15873
15874;16.6;2;Appartement;1;15874
15875;63.3;2;Appartement;3;15875
15876;70.5;2;Appartement;3;15876
15877;71.58;2;Appartement;3;15877
15878;17.23;2;Appartement;1;15878
15879;31.75;2;Appartement;1;15879
15880;87.79;2;Appartement;4;15880
15881;86.33;2;Appartement;4;15881
15882;85.95;2;Appartement;4;15882
15883;28.46;2;Appartement;1;15883
15884;74.59;2;Appartement;3;15884
15885;42.63;2;Appartement;3;15885
15886;50.82;2;Appartement;2;15886
15887;82.45;2;Appartement;4;15887
15888;41.05;2;Appartement;2;15888
15889;56.77;2;Appartement;2;15889
15890;76.37;2;Appartement;3;15890
15891;73.26;2;Appartement;3;15891
15892;69.76;2;Appartement;3;15892
15893;39.25;2;Appartement;3;15893
15894;80.91;2;Appartement;3;15894
15895;7.95;2;Appartement;3;15895
15896;76.44;2;Appartement;5;15896
15897;55.12;2;Appartement;2;15897
15898;58.67;2;Appartement;3;15898
15899;67.58;2;Appartement;3;15899
15900;87.77;2;Appartement;4;15900
15901;39.52;2;Appartement;2;15901
15902;47.42;2;Appartement;2;15902
15903;36.25;2;Appartement;1;15903
15904;92.28;1;Maison;4;15904
15905;24.9;2;Appartement;1;15905
15906;35.82;2;Appartement;2;15906
15907;44.43;2;Appartement;2;15907
15908;21.9;2;Appartement;1;15908
15909;39.1;2;Appartement;2;15909
15910;22.8;2;Appartement;1;15910
15911;25.43;2;Appartement;1;15911
15912;122.5;2;Appartement;3;15912
15913;62.14;2;Appartement;3;15913
15914;61.14;2;Appartement;2;15914
15915;49.15;2;Appartement;2;15915
15916;59.65;2;Appartement;2;15916
15917;69.82;2;Appartement;3;15917
15918;14.63;2;Appartement;1;15918
15919;69.81;2;Appartement;2;15919
15920;26.05;2;Appartement;1;15920
15921;80.35;2;Appartement;4;15921
15922;22.78;2;Appartement;2;15922
15923;77.51;2;Appartement;3;15923
15924;44.14;2;Appartement;2;15924
15925;82.98;2;Appartement;4;15925
15926;82.92;2;Appartement;4;15926
15927;65.55;2;Appartement;3;15927
15928;10.01;2;Appartement;1;15928
15929;22.19;2;Appartement;2;15929
15930;76.57;2;Appartement;1;15930
15931;22.37;2;Appartement;2;15931
15932;22.22;2;Appartement;2;15932
15933;31.96;2;Appartement;1;15933
15934;35.63;2;Appartement;1;15934
15935;100.49;2;Appartement;4;15935
15936;37.2;2;Appartement;2;15936
15937;66.59;2;Appartement;3;15937
15938;25.63;2;Appartement;1;15938
15939;3.45;2;Appartement;3;15939
15940;63.56;2;Appartement;2;15940
15941;80;2;Appartement;6;15941
15942;5.6;2;Appartement;4;15942
15943;67.28;2;Appartement;3;15943
15944;69.32;2;Appartement;3;15944
15945;223.26;2;Appartement;5;15945
15946;56.89;2;Appartement;2;15946
15947;61.97;2;Appartement;3;15947
15948;66.88;2;Appartement;3;15948
15949;53.26;2;Appartement;3;15949
15950;126.02;2;Appartement;4;15950
15951;37.81;2;Appartement;1;15951
15952;51.3;2;Appartement;2;15952
15953;59.18;2;Appartement;3;15953
15954;63.43;2;Appartement;3;15954
15955;61.92;2;Appartement;3;15955
15956;65.76;2;Appartement;3;15956
15957;26.79;2;Appartement;1;15957
15958;44.16;2;Appartement;2;15958
15959;68.07;2;Appartement;3;15959
15960;110.27;1;Maison;5;15960
15961;71.9;2;Appartement;4;15961
15962;49.38;2;Appartement;2;15962
15963;61.68;2;Appartement;3;15963
15964;80.34;2;Appartement;4;15964
15965;67.88;2;Appartement;3;15965
15966;72.33;2;Appartement;3;15966
15967;92.72;2;Appartement;5;15967
15968;47.17;2;Appartement;2;15968
15969;23.95;2;Appartement;1;15969
15970;67.06;2;Appartement;4;15970
15971;45.83;2;Appartement;2;15971
15972;63.12;2;Appartement;2;15972
15973;88.59;2;Appartement;4;15973
15974;29.15;2;Appartement;2;15974
15975;24.56;2;Appartement;2;15975
15976;29.04;2;Appartement;2;15976
15977;39.05;2;Appartement;2;15977
15978;16.7;2;Appartement;2;15978
15979;40.32;2;Appartement;3;15979
15980;99.68;2;Appartement;4;15980
15981;27.15;2;Appartement;2;15981
15982;33.66;2;Appartement;2;15982
15983;63.14;2;Appartement;3;15983
15984;21.29;2;Appartement;1;15984
15985;24.37;2;Appartement;2;15985
15986;22.83;2;Appartement;1;15986
15987;23;2;Appartement;1;15987
15988;35.4;2;Appartement;1;15988
15989;65.06;2;Appartement;3;15989
15990;22.44;2;Appartement;1;15990
15991;58.52;2;Appartement;3;15991
15992;25.84;2;Appartement;1;15992
15993;44.95;2;Appartement;2;15993
15994;26.91;2;Appartement;2;15994
15995;34.9;2;Appartement;2;15995
15996;57.26;2;Appartement;3;15996
15997;70.52;2;Appartement;3;15997
15998;103.23;1;Maison;4;15998
15999;65;2;Appartement;3;15999
16000;52;2;Appartement;2;16000
16001;68.18;2;Appartement;5;16001
16002;67;2;Appartement;3;16002
16003;21.09;2;Appartement;1;16003
16004;87.28;2;Appartement;4;16004
16005;43.62;2;Appartement;2;16005
16006;25.05;2;Appartement;2;16006
16007;64.6;2;Appartement;3;16007
16008;40.53;2;Appartement;2;16008
16009;28.14;2;Appartement;2;16009
16010;25.39;2;Appartement;2;16010
16011;86.79;2;Appartement;3;16011
16012;18.46;2;Appartement;1;16012
16013;38.67;2;Appartement;2;16013
16014;86.32;2;Appartement;3;16014
16015;19.8;2;Appartement;1;16015
16016;133.56;2;Appartement;5;16016
16017;20.98;2;Appartement;1;16017
16018;12.55;2;Appartement;1;16018
16019;58.76;2;Appartement;4;16019
16020;137.12;2;Appartement;6;16020
16021;32.75;2;Appartement;2;16021
16022;47.19;2;Appartement;1;16022
16023;42.82;2;Appartement;2;16023
16024;69.41;2;Appartement;3;16024
16025;23.13;2;Appartement;1;16025
16026;53;2;Appartement;2;16026
16027;64.5;2;Appartement;3;16027
16028;51.69;2;Appartement;3;16028
16029;157.46;2;Appartement;5;16029
16030;19.3;2;Appartement;1;16030
16031;68.26;2;Appartement;3;16031
16032;66.72;2;Appartement;4;16032
16033;18.02;2;Appartement;1;16033
16034;35.02;2;Appartement;1;16034
16035;20.01;2;Appartement;2;16035
16036;93.02;2;Appartement;3;16036
16037;24.04;2;Appartement;2;16037
16038;30.58;2;Appartement;2;16038
16039;74.52;2;Appartement;3;16039
16040;20.39;2;Appartement;1;16040
16041;17.32;2;Appartement;1;16041
16042;62.43;2;Appartement;3;16042
16043;55.26;2;Appartement;3;16043
16044;53;2;Appartement;1;16044
16045;23.85;2;Appartement;1;16045
16046;76.3;2;Appartement;3;16046
16047;94.81;1;Maison;4;16047
16048;15.05;2;Appartement;1;16048
16049;87.26;2;Appartement;4;16049
16050;12.18;2;Appartement;1;16050
16051;27.51;2;Appartement;2;16051
16052;23.9;2;Appartement;1;16052
16053;16.32;2;Appartement;1;16053
16054;39.09;2;Appartement;2;16054
16055;51.19;2;Appartement;4;16055
16056;68.62;2;Appartement;3;16056
16057;46.64;2;Appartement;2;16057
16058;41.44;2;Appartement;2;16058
16059;44.75;2;Appartement;2;16059
16060;39.98;2;Appartement;2;16060
16061;15.79;2;Appartement;1;16061
16062;25.82;2;Appartement;2;16062
16063;23.61;2;Appartement;1;16063
16064;21.03;2;Appartement;1;16064
16065;75.04;2;Appartement;3;16065
16066;117;2;Appartement;5;16066
16067;43.99;2;Appartement;4;16067
16068;30.89;2;Appartement;2;16068
16069;70.32;2;Appartement;4;16069
16070;74.96;2;Appartement;1;16070
16071;47.3;1;Maison;3;16071
16072;56.71;2;Appartement;3;16072
16073;26.23;2;Appartement;2;16073
16074;18.84;2;Appartement;1;16074
16075;18.48;2;Appartement;1;16075
16076;66.47;2;Appartement;3;16076
16077;29.52;2;Appartement;2;16077
16078;42.45;2;Appartement;2;16078
16079;23.66;2;Appartement;1;16079
16080;46.48;2;Appartement;2;16080
16081;94.1;2;Appartement;3;16081
16082;66.9;2;Appartement;3;16082
16083;40.24;2;Appartement;2;16083
16084;45.3;2;Appartement;2;16084
16085;17.73;2;Appartement;1;16085
16086;86.13;2;Appartement;4;16086
16087;54.86;2;Appartement;3;16087
16088;66.02;2;Appartement;3;16088
16089;86.8;1;Maison;5;16089
16090;54.53;2;Appartement;3;16090
16091;37.85;2;Appartement;1;16091
16092;23.13;2;Appartement;2;16092
16093;26.67;2;Appartement;1;16093
16094;66.83;2;Appartement;3;16094
16095;21.54;2;Appartement;2;16095
16096;36.34;2;Appartement;2;16096
16097;37.49;2;Appartement;4;16097
16098;46.6;2;Appartement;2;16098
16099;34.2;2;Appartement;3;16099
16100;79.76;2;Appartement;3;16100
16101;20.41;2;Appartement;1;16101
16102;34.93;2;Appartement;2;16102
16103;38.17;2;Appartement;4;16103
16104;25.1;2;Appartement;1;16104
16105;58.54;2;Appartement;1;16105
16106;24.4;2;Appartement;2;16106
16107;47;2;Appartement;2;16107
16108;26.55;2;Appartement;2;16108
16109;18;2;Appartement;1;16109
16110;67.57;2;Appartement;4;16110
16111;63.6;2;Appartement;4;16111
16112;77.7;1;Maison;4;16112
16113;72.4;2;Appartement;4;16113
16114;84.38;2;Appartement;4;16114
16115;24.7;2;Appartement;2;16115
16116;94.57;2;Appartement;5;16116
16117;52.84;2;Appartement;2;16117
16118;16.05;2;Appartement;1;16118
16119;60;2;Appartement;2;16119
16120;105.93;2;Appartement;3;16120
16121;27.33;2;Appartement;2;16121
16122;31.14;2;Appartement;2;16122
16123;50.85;2;Appartement;3;16123
16124;69.6;2;Appartement;3;16124
16125;53.65;2;Appartement;2;16125
16126;72.47;2;Appartement;1;16126
16127;46.55;2;Appartement;1;16127
16128;21.13;2;Appartement;1;16128
16129;57.8;2;Appartement;3;16129
16130;73.51;2;Appartement;3;16130
16131;22.59;2;Appartement;1;16131
16132;25.37;2;Appartement;2;16132
16133;48.5;2;Appartement;3;16133
16134;61.56;2;Appartement;3;16134
16135;52.46;1;Maison;4;16135
16136;102.79;2;Appartement;4;16136
16137;27.69;2;Appartement;1;16137
16138;55.01;2;Appartement;3;16138
16139;28.88;2;Appartement;2;16139
16140;39.2;2;Appartement;2;16140
16141;24.03;2;Appartement;2;16141
16142;27.34;2;Appartement;2;16142
16143;22.17;2;Appartement;2;16143
16144;61.95;2;Appartement;2;16144
16145;46.71;1;Maison;4;16145
16146;34.25;2;Appartement;2;16146
16147;70.81;2;Appartement;2;16147
16148;56.32;2;Appartement;3;16148
16149;62.63;2;Appartement;3;16149
16150;35.36;2;Appartement;2;16150
16151;35.44;2;Appartement;1;16151
16152;42.18;2;Appartement;2;16152
16153;28.01;2;Appartement;1;16153
16154;101.04;2;Appartement;3;16154
16155;66.18;2;Appartement;3;16155
16156;34;2;Appartement;2;16156
16157;75.5;2;Appartement;4;16157
16158;65.7;2;Appartement;3;16158
16159;19.33;2;Appartement;2;16159
16160;19.38;2;Appartement;1;16160
16161;61.89;2;Appartement;4;16161
16162;51.43;2;Appartement;3;16162
16163;36.68;2;Appartement;2;16163
16164;97.61;2;Appartement;4;16164
16165;90.25;2;Appartement;5;16165
16166;63.29;2;Appartement;3;16166
16167;34.86;2;Appartement;2;16167
16168;76.14;2;Appartement;3;16168
16169;18.93;2;Appartement;1;16169
16170;63.32;2;Appartement;4;16170
16171;15.44;2;Appartement;1;16171
16172;95.33;2;Appartement;4;16172
16173;50.37;2;Appartement;2;16173
16174;48.8;2;Appartement;1;16174
16175;89.87;2;Appartement;4;16175
16176;73.6;2;Appartement;3;16176
16177;47.89;2;Appartement;2;16177
16178;29.34;2;Appartement;2;16178
16179;11.24;2;Appartement;1;16179
16180;50.04;2;Appartement;2;16180
16181;58.81;2;Appartement;3;16181
16182;46.82;2;Appartement;2;16182
16183;49.83;2;Appartement;1;16183
16184;74.82;2;Appartement;4;16184
16185;14.3;2;Appartement;1;16185
16186;26.79;2;Appartement;2;16186
16187;40.3;2;Appartement;2;16187
16188;44.32;2;Appartement;3;16188
16189;66.15;2;Appartement;3;16189
16190;17.3;2;Appartement;1;16190
16191;30.62;2;Appartement;2;16191
16192;65.55;2;Appartement;3;16192
