ID_bien;Surface Carrez du 1er lot;Code type local;Type local;Nombre pieces principales;ID_commune
3008;30.86;2;Appartement;2;3008
3009;49.38;2;Appartement;1;3009
3010;95.1;2;Appartement;3;3010
3011;33.69;2;Appartement;2;3011
3012;64.53;2;Appartement;3;3012
3013;51.54;2;Appartement;3;3013
3014;47.33;2;Appartement;2;3014
3015;64.23;2;Appartement;3;3015
3016;76.15;2;Appartement;5;3016
3017;17.1;2;Appartement;1;3017
3018;53.09;2;Appartement;3;3018
3019;36.8;2;Appartement;3;3019
3020;22.23;2;Appartement;1;3020
3021;58;2;Appartement;3;3021
3022;69.32;2;Appartement;3;3022
3023;55;2;Appartement;2;3023
3024;34.41;2;Appartement;1;3024
3025;85.37;2;Appartement;4;3025
3026;103.14;2;Appartement;4;3026
3027;50.43;2;Appartement;2;3027
3028;27.15;2;Appartement;1;3028
3029;53.45;2;Appartement;3;3029
3030;29.29;2;Appartement;1;3030
3031;51.43;2;Appartement;1;3031
3032;68.78;2;Appartement;3;3032
3033;71.56;2;Appartement;3;3033
3034;35.55;2;Appartement;1;3034
3035;64.3;2;Appartement;3;3035
3036;21.12;2;Appartement;1;3036
3037;23.07;2;Appartement;2;3037
3038;115.53;2;Appartement;4;3038
3039;68.81;2;Appartement;3;3039
3040;27.9;2;Appartement;1;3040
3041;43.72;2;Appartement;2;3041
3042;20.45;2;Appartement;1;3042
3043;38.43;2;Appartement;2;3043
3044;72.36;2;Appartement;3;3044
3045;50.32;2;Appartement;2;3045
3046;70.84;2;Appartement;3;3046
3047;82.72;2;Appartement;5;3047
3048;69.87;2;Appartement;3;3048
3049;55.63;2;Appartement;3;3049
3050;104.5;2;Appartement;5;3050
3051;161.39;1;Maison;6;3051
3052;31.55;2;Appartement;1;3052
3053;25.31;2;Appartement;1;3053
3054;46.77;2;Appartement;2;3054
3055;126.78;1;Maison;4;3055
3056;40.23;2;Appartement;2;3056
3057;31.97;2;Appartement;2;3057
3058;68.69;2;Appartement;3;3058
3059;38.07;2;Appartement;2;3059
3060;50.18;2;Appartement;2;3060
3061;72.54;2;Appartement;3;3061
3062;32.44;2;Appartement;1;3062
3063;25.88;2;Appartement;1;3063
3064;76.53;2;Appartement;3;3064
3065;48.8;2;Appartement;2;3065
3066;92.99;1;Maison;3;3066
3067;72.09;2;Appartement;4;3067
3068;56.32;2;Appartement;3;3068
3069;51.71;2;Appartement;1;3069
3070;159.54;2;Appartement;5;3070
3071;82.08;2;Appartement;3;3071
3072;67.16;2;Appartement;3;3072
3073;68.45;2;Appartement;4;3073
3074;51.17;2;Appartement;2;3074
3075;70.67;2;Appartement;4;3075
3076;31.28;2;Appartement;1;3076
3077;49.52;2;Appartement;3;3077
3078;80.28;2;Appartement;3;3078
3079;65.98;2;Appartement;4;3079
3080;77.37;2;Appartement;4;3080
3081;85.11;2;Appartement;4;3081
3082;105.47;2;Appartement;5;3082
3083;120.43;1;Maison;4;3083
3084;66.44;2;Appartement;3;3084
3085;92.88;2;Appartement;4;3085
3086;93.93;1;Maison;5;3086
3087;21.19;2;Appartement;1;3087
3088;53.56;2;Appartement;3;3088
3089;31.65;2;Appartement;1;3089
3090;31.33;2;Appartement;2;3090
3091;58.26;2;Appartement;3;3091
3092;47.66;2;Appartement;2;3092
3093;35.58;2;Appartement;2;3093
3094;25.02;2;Appartement;3;3094
3095;36.6;2;Appartement;2;3095
3096;63.64;2;Appartement;4;3096
3097;56.1;2;Appartement;3;3097
3098;58.36;2;Appartement;2;3098
3099;66.06;2;Appartement;3;3099
3100;110.3;2;Appartement;5;3100
3101;65.97;1;Maison;3;3101
3102;53.36;2;Appartement;2;3102
3103;55.3;2;Appartement;3;3103
3104;109.3;2;Appartement;4;3104
3105;55.13;2;Appartement;2;3105
3106;57.99;2;Appartement;3;3106
3107;52.17;2;Appartement;3;3107
3108;92.03;2;Appartement;5;3108
3109;35.22;2;Appartement;2;3109
3110;31.31;2;Appartement;2;3110
3111;27.9;2;Appartement;1;3111
3112;38.54;2;Appartement;2;3112
3113;69.9;2;Appartement;3;3113
3114;61.93;2;Appartement;3;3114
3115;32.85;2;Appartement;2;3115
3116;73.21;2;Appartement;4;3116
3117;33.29;2;Appartement;2;3117
3118;34.37;2;Appartement;1;3118
3119;48.04;2;Appartement;3;3119
3120;93.52;1;Maison;4;3120
3121;50.37;2;Appartement;3;3121
3122;43.16;2;Appartement;2;3122
3123;103.8;2;Appartement;5;3123
3124;65.06;2;Appartement;3;3124
3125;37.74;2;Appartement;2;3125
3126;76.82;2;Appartement;3;3126
3127;60.6;2;Appartement;3;3127
3128;113.8;2;Appartement;3;3128
3129;51.21;2;Appartement;3;3129
3130;84;2;Appartement;4;3130
3131;32.71;2;Appartement;2;3131
3132;34.9;2;Appartement;1;3132
3133;84.5;2;Appartement;4;3133
3134;41;2;Appartement;3;3134
3135;43.51;2;Appartement;1;3135
3136;85.2;2;Appartement;3;3136
3137;56.75;2;Appartement;2;3137
3138;42.66;2;Appartement;2;3138
3139;40.4;2;Appartement;3;3139
3140;28.34;2;Appartement;2;3140
3141;21.76;2;Appartement;1;3141
3142;84.44;2;Appartement;4;3142
3143;78.08;2;Appartement;4;3143
3144;52.3;2;Appartement;2;3144
3145;67.96;2;Appartement;4;3145
3146;88.47;2;Appartement;5;3146
3147;101.76;2;Appartement;4;3147
3148;97.95;2;Appartement;4;3148
3149;78.07;2;Appartement;3;3149
3150;29.81;2;Appartement;1;3150
3151;22.33;2;Appartement;1;3151
3152;50.8;2;Appartement;2;3152
3153;66.1;2;Appartement;3;3153
3154;68.26;2;Appartement;3;3154
3155;66.74;2;Appartement;3;3155
3156;52.02;2;Appartement;3;3156
3157;89.43;2;Appartement;3;3157
3158;31;2;Appartement;1;3158
3159;81.71;2;Appartement;3;3159
3160;72.41;2;Appartement;3;3160
3161;68.37;2;Appartement;3;3161
3162;72.28;2;Appartement;4;3162
3163;53.63;2;Appartement;1;3163
3164;35.91;2;Appartement;1;3164
3165;85.02;2;Appartement;3;3165
3166;54.12;2;Appartement;3;3166
3167;35.22;2;Appartement;2;3167
3168;90.67;2;Appartement;5;3168
3169;36.56;2;Appartement;1;3169
3170;55.49;2;Appartement;3;3170
3171;76.15;2;Appartement;3;3171
3172;75.93;2;Appartement;4;3172
3173;56.96;2;Appartement;3;3173
3174;86.93;2;Appartement;4;3174
3175;45.2;2;Appartement;1;3175
3176;72.88;2;Appartement;3;3176
3177;95.78;2;Appartement;4;3177
3178;28.86;2;Appartement;1;3178
3179;67.72;2;Appartement;3;3179
3180;29;2;Appartement;1;3180
3181;93.12;2;Appartement;4;3181
3182;31.67;2;Appartement;1;3182
3183;66.86;2;Appartement;3;3183
3184;116.77;2;Appartement;5;3184
3185;21.48;2;Appartement;2;3185
3186;51.9;2;Appartement;2;3186
3187;83.7;2;Appartement;5;3187
3188;24.3;2;Appartement;1;3188
3189;33.37;2;Appartement;2;3189
3190;56.03;2;Appartement;3;3190
3191;85.15;2;Appartement;3;3191
3192;90.74;2;Appartement;4;3192
3193;70.86;1;Maison;4;3193
3194;28.22;2;Appartement;2;3194
3195;76.45;2;Appartement;4;3195
3196;51.29;2;Appartement;3;3196
3197;74.1;2;Appartement;3;3197
3198;61.1;2;Appartement;4;3198
3199;20.78;2;Appartement;2;3199
3200;33.74;1;Maison;2;3200
3201;40.97;2;Appartement;2;3201
3202;29.93;2;Appartement;1;3202
3203;71.1;2;Appartement;4;3203
3204;57.9;1;Maison;3;3204
3205;35.55;2;Appartement;2;3205
3206;90.01;2;Appartement;2;3206
3207;27.79;2;Appartement;2;3207
3208;53.1;2;Appartement;1;3208
3209;22.04;2;Appartement;1;3209
3210;75.72;2;Appartement;4;3210
3211;47.98;2;Appartement;2;3211
3212;55.36;2;Appartement;3;3212
3213;14.55;2;Appartement;1;3213
3214;87.74;1;Maison;4;3214
3215;30.47;2;Appartement;1;3215
3216;46.02;2;Appartement;2;3216
3217;35.7;2;Appartement;2;3217
3218;36.21;2;Appartement;2;3218
3219;62.2;2;Appartement;4;3219
3220;30.3;2;Appartement;2;3220
3221;46.12;2;Appartement;2;3221
3222;33.54;2;Appartement;2;3222
3223;70.64;2;Appartement;4;3223
3224;40.1;2;Appartement;2;3224
3225;121.66;2;Appartement;5;3225
3226;23.84;2;Appartement;2;3226
3227;63.75;2;Appartement;4;3227
3228;74.25;2;Appartement;3;3228
3229;27.3;2;Appartement;1;3229
3230;55.31;2;Appartement;3;3230
3231;31;2;Appartement;1;3231
3232;43.27;2;Appartement;2;3232
3233;49.95;2;Appartement;3;3233
3234;77.44;2;Appartement;3;3234
3235;108.84;2;Appartement;4;3235
3236;27.24;2;Appartement;1;3236
3237;67.87;2;Appartement;2;3237
3238;63.59;2;Appartement;4;3238
3239;37.59;2;Appartement;2;3239
3240;29.01;2;Appartement;1;3240
3241;18.48;2;Appartement;1;3241
3242;61.77;2;Appartement;3;3242
3243;60.9;2;Appartement;3;3243
3244;66.92;2;Appartement;3;3244
3245;62.99;2;Appartement;4;3245
3246;75.47;2;Appartement;4;3246
3247;137.39;2;Appartement;5;3247
3248;50.97;2;Appartement;3;3248
3249;79.05;2;Appartement;4;3249
3250;66.08;2;Appartement;3;3250
3251;49.11;2;Appartement;3;3251
3252;56.13;2;Appartement;3;3252
3253;40.64;2;Appartement;1;3253
3254;57.93;2;Appartement;3;3254
3255;67.73;2;Appartement;3;3255
3256;49.68;2;Appartement;3;3256
3257;22.13;2;Appartement;1;3257
3258;36.18;2;Appartement;3;3258
3259;40.53;2;Appartement;2;3259
3260;53.81;2;Appartement;4;3260
3261;37.18;2;Appartement;1;3261
3262;41.78;2;Appartement;0;3262
3263;97.2;2;Appartement;4;3263
3264;113.51;1;Maison;5;3264
3265;122.51;2;Appartement;5;3265
3266;63.86;2;Appartement;3;3266
3267;58.66;2;Appartement;4;3267
3268;56.1;2;Appartement;3;3268
3269;81.84;2;Appartement;3;3269
3270;59.5;2;Appartement;2;3270
3271;48.31;2;Appartement;2;3271
3272;105.11;2;Appartement;6;3272
3273;58.03;2;Appartement;3;3273
3274;44.71;2;Appartement;2;3274
3275;65.31;2;Appartement;3;3275
3276;58.87;2;Appartement;2;3276
3277;74.85;2;Appartement;4;3277
3278;41.13;2;Appartement;1;3278
3279;19.9;2;Appartement;3;3279
3280;52;2;Appartement;3;3280
3281;102.42;2;Appartement;3;3281
3282;117.64;2;Appartement;3;3282
3283;37.68;2;Appartement;2;3283
3284;26.8;2;Appartement;1;3284
3285;63.3;2;Appartement;3;3285
3286;55.81;2;Appartement;3;3286
3287;87.65;2;Appartement;3;3287
3288;25.98;2;Appartement;1;3288
3289;56.04;2;Appartement;4;3289
3290;30.6;2;Appartement;1;3290
3291;64.09;2;Appartement;4;3291
3292;25.14;2;Appartement;2;3292
3293;48.04;2;Appartement;2;3293
3294;105.3;1;Maison;5;3294
3295;125.78;1;Maison;5;3295
3296;82.97;2;Appartement;4;3296
3297;85.18;1;Maison;4;3297
3298;53.38;2;Appartement;2;3298
3299;79.37;2;Appartement;5;3299
3300;59.92;2;Appartement;3;3300
3301;89.12;2;Appartement;4;3301
3302;92.64;2;Appartement;3;3302
3303;49.85;2;Appartement;3;3303
3304;69.25;2;Appartement;4;3304
3305;58.19;2;Appartement;4;3305
3306;64.95;2;Appartement;3;3306
3307;58.58;2;Appartement;3;3307
3308;81.85;2;Appartement;4;3308
3309;39.22;2;Appartement;2;3309
3310;91.17;2;Appartement;5;3310
3311;68.93;2;Appartement;3;3311
3312;97.86;2;Appartement;4;3312
3313;50.81;2;Appartement;2;3313
3314;69.09;1;Maison;3;3314
3315;91.06;2;Appartement;4;3315
3316;27.11;2;Appartement;1;3316
3317;76.37;2;Appartement;4;3317
3318;53.66;2;Appartement;3;3318
3319;67.2;2;Appartement;4;3319
3320;65.72;2;Appartement;4;3320
3321;76.56;2;Appartement;4;3321
3322;95.65;1;Maison;6;3322
3323;67.19;2;Appartement;3;3323
3324;95.25;2;Appartement;5;3324
3325;48.97;2;Appartement;3;3325
3326;52.82;1;Maison;3;3326
3327;80.67;2;Appartement;4;3327
3328;107.3;2;Appartement;5;3328
3329;76.28;2;Appartement;4;3329
3330;63.98;2;Appartement;3;3330
3331;41.1;2;Appartement;2;3331
3332;44.2;2;Appartement;2;3332
3333;53.23;2;Appartement;3;3333
3334;66;2;Appartement;4;3334
3335;89.58;2;Appartement;4;3335
3336;79.1;2;Appartement;4;3336
3337;57.41;2;Appartement;2;3337
3338;68.4;2;Appartement;3;3338
3339;88.2;2;Appartement;4;3339
3340;78.01;2;Appartement;3;3340
3341;74.35;2;Appartement;4;3341
3342;61.23;2;Appartement;4;3342
3343;32.49;2;Appartement;1;3343
3344;60.46;2;Appartement;3;3344
3345;39.57;2;Appartement;2;3345
3346;67.1;2;Appartement;3;3346
3347;61.26;2;Appartement;3;3347
3348;21.2;2;Appartement;2;3348
3349;60.13;2;Appartement;3;3349
3350;18.09;2;Appartement;1;3350
3351;73.65;1;Maison;4;3351
3352;32.84;2;Appartement;2;3352
3353;38.99;2;Appartement;1;3353
3354;53.85;1;Maison;3;3354
3355;65;2;Appartement;3;3355
3356;71.9;2;Appartement;4;3356
3357;66.67;2;Appartement;3;3357
3358;38.6;2;Appartement;2;3358
3359;27.53;2;Appartement;1;3359
3360;69.61;1;Maison;4;3360
3361;65;2;Appartement;3;3361
3362;45.93;2;Appartement;2;3362
3363;82.98;2;Appartement;4;3363
3364;35.8;2;Appartement;1;3364
3365;62.2;2;Appartement;3;3365
3366;64.21;2;Appartement;3;3366
3367;33.35;2;Appartement;1;3367
3368;68.5;2;Appartement;3;3368
3369;53.57;2;Appartement;2;3369
3370;92.09;2;Appartement;5;3370
3371;48.89;2;Appartement;2;3371
3372;36.1;2;Appartement;1;3372
3373;54.46;2;Appartement;2;3373
3374;51.84;2;Appartement;3;3374
3375;63.49;2;Appartement;2;3375
3376;58.67;2;Appartement;3;3376
3377;95.67;1;Maison;5;3377
3378;76.3;1;Maison;4;3378
3379;53.01;2;Appartement;3;3379
3380;157.62;2;Appartement;6;3380
3381;67.14;2;Appartement;3;3381
3382;77.3;1;Maison;4;3382
3383;64.45;2;Appartement;4;3383
3384;61.05;2;Appartement;3;3384
3385;72.26;2;Appartement;4;3385
3386;58.27;2;Appartement;3;3386
3387;99.1;2;Appartement;4;3387
3388;59.65;2;Appartement;3;3388
3389;27.62;2;Appartement;1;3389
3390;25.03;2;Appartement;2;3390
3391;80;1;Maison;4;3391
3392;42;2;Appartement;2;3392
3393;18.3;2;Appartement;1;3393
3394;64;2;Appartement;3;3394
3395;31.05;2;Appartement;2;3395
3396;93.8;1;Maison;3;3396
3397;78.28;2;Appartement;4;3397
3398;43.6;2;Appartement;2;3398
3399;40.08;2;Appartement;2;3399
3400;55.95;2;Appartement;3;3400
3401;57.4;2;Appartement;3;3401
3402;82.1;2;Appartement;4;3402
3403;76.48;1;Maison;3;3403
3404;68.4;2;Appartement;3;3404
3405;35.46;2;Appartement;2;3405
3406;57.48;2;Appartement;3;3406
3407;73.69;2;Appartement;4;3407
3408;39.82;2;Appartement;2;3408
3409;80.56;2;Appartement;4;3409
3410;27.1;2;Appartement;1;3410
3411;69.15;2;Appartement;3;3411
3412;46.22;2;Appartement;2;3412
3413;52.76;2;Appartement;2;3413
3414;92.07;1;Maison;4;3414
3415;46.07;2;Appartement;2;3415
3416;80.33;2;Appartement;3;3416
3417;87.24;2;Appartement;4;3417
3418;67.51;2;Appartement;3;3418
3419;79.74;2;Appartement;4;3419
3420;71.41;2;Appartement;4;3420
3421;67.9;2;Appartement;3;3421
3422;61.8;2;Appartement;3;3422
3423;46.85;2;Appartement;2;3423
3424;27.05;2;Appartement;1;3424
3425;58.01;2;Appartement;3;3425
3426;65.5;2;Appartement;3;3426
3427;19.85;2;Appartement;1;3427
3428;62.43;2;Appartement;3;3428
3429;47.5;2;Appartement;3;3429
3430;67.78;2;Appartement;3;3430
3431;64.59;2;Appartement;3;3431
3432;66.09;2;Appartement;3;3432
3433;145.2;2;Appartement;4;3433
3434;74.94;2;Appartement;4;3434
3435;50.01;2;Appartement;4;3435
3436;80.67;2;Appartement;4;3436
3437;57.05;2;Appartement;3;3437
3438;62.04;2;Appartement;3;3438
3439;60.74;2;Appartement;3;3439
3440;19.76;2;Appartement;1;3440
3441;85.44;2;Appartement;4;3441
3442;48.81;2;Appartement;3;3442
3443;54.8;2;Appartement;3;3443
3444;21.92;2;Appartement;1;3444
3445;37;2;Appartement;2;3445
3446;80.67;2;Appartement;4;3446
3447;45.35;2;Appartement;2;3447
3448;59.72;2;Appartement;3;3448
3449;79.5;1;Maison;4;3449
3450;40.44;2;Appartement;2;3450
3451;65.67;2;Appartement;3;3451
3452;131.55;2;Appartement;5;3452
3453;80.78;2;Appartement;4;3453
3454;75.6;1;Maison;4;3454
3455;54.1;2;Appartement;3;3455
3456;20.04;2;Appartement;1;3456
3457;64.72;2;Appartement;3;3457
3458;58.17;2;Appartement;2;3458
3459;67.92;2;Appartement;3;3459
3460;108.52;1;Maison;6;3460
3461;89.08;2;Appartement;3;3461
3462;91.74;2;Appartement;5;3462
3463;40.39;2;Appartement;1;3463
3464;64.88;2;Appartement;3;3464
3465;61.15;2;Appartement;3;3465
3466;71.13;2;Appartement;3;3466
3467;91.77;1;Maison;3;3467
3468;62.51;2;Appartement;3;3468
3469;39.46;2;Appartement;2;3469
3470;44.07;2;Appartement;3;3470
3471;40.17;2;Appartement;2;3471
3472;84.9;1;Maison;4;3472
3473;64.78;2;Appartement;3;3473
3474;38.5;2;Appartement;2;3474
3475;62.94;2;Appartement;3;3475
3476;73.5;2;Appartement;3;3476
3477;33.49;2;Appartement;1;3477
3478;65.9;2;Appartement;3;3478
3479;59.97;2;Appartement;4;3479
3480;50.1;2;Appartement;3;3480
3481;54.24;2;Appartement;3;3481
3482;54.72;2;Appartement;3;3482
3483;67;2;Appartement;4;3483
3484;28.76;2;Appartement;2;3484
3485;72.66;2;Appartement;3;3485
3486;131.01;1;Maison;5;3486
3487;48.19;2;Appartement;2;3487
3488;66.87;2;Appartement;3;3488
3489;59.01;2;Appartement;4;3489
3490;84.64;2;Appartement;4;3490
3491;97.54;2;Appartement;4;3491
3492;23.32;2;Appartement;1;3492
3493;85.55;2;Appartement;3;3493
3494;56.27;2;Appartement;3;3494
3495;39.82;2;Appartement;2;3495
3496;56.12;2;Appartement;3;3496
3497;70.2;2;Appartement;3;3497
3498;35.5;2;Appartement;2;3498
3499;44.39;2;Appartement;1;3499
3500;67.33;2;Appartement;3;3500
3501;51.67;2;Appartement;2;3501
3502;158.85;1;Maison;4;3502
3503;69.37;2;Appartement;3;3503
3504;43.32;2;Appartement;3;3504
3505;88.13;2;Appartement;5;3505
3506;73.86;2;Appartement;3;3506
3507;56.11;2;Appartement;3;3507
3508;52.15;2;Appartement;2;3508
3509;45.02;2;Appartement;2;3509
3510;34.16;2;Appartement;2;3510
3511;69.8;2;Appartement;3;3511
3512;68.39;2;Appartement;4;3512
3513;85.46;2;Appartement;4;3513
3514;62.42;2;Appartement;3;3514
3515;65.86;2;Appartement;4;3515
3516;74.34;1;Maison;5;3516
3517;92;2;Appartement;4;3517
3518;38.6;2;Appartement;2;3518
3519;158.37;2;Appartement;2;3519
3520;26.9;2;Appartement;1;3520
3521;60.95;2;Appartement;3;3521
3522;51.24;2;Appartement;3;3522
3523;111.8;1;Maison;4;3523
3524;73.18;1;Maison;4;3524
3525;34.83;2;Appartement;2;3525
3526;99.1;2;Appartement;5;3526
3527;40.28;2;Appartement;2;3527
3528;19.6;2;Appartement;1;3528
3529;26.44;2;Appartement;1;3529
3530;30.02;2;Appartement;2;3530
3531;50.38;2;Appartement;2;3531
3532;105.37;1;Maison;4;3532
3533;29.35;2;Appartement;3;3533
3534;59.19;2;Appartement;3;3534
3535;50.99;2;Appartement;2;3535
3536;30.23;2;Appartement;1;3536
3537;95.51;2;Appartement;4;3537
3538;39.76;2;Appartement;2;3538
3539;53.89;2;Appartement;3;3539
3540;62.58;2;Appartement;3;3540
3541;48.93;2;Appartement;2;3541
3542;49.23;2;Appartement;2;3542
3543;61.92;2;Appartement;3;3543
3544;32.12;2;Appartement;2;3544
3545;100.6;2;Appartement;4;3545
3546;71.08;2;Appartement;4;3546
3547;53.74;2;Appartement;3;3547
3548;12.44;2;Appartement;1;3548
3549;41.07;2;Appartement;2;3549
3550;98.23;2;Appartement;4;3550
3551;31.48;2;Appartement;2;3551
3552;36.23;2;Appartement;2;3552
3553;24.82;2;Appartement;1;3553
3554;20.92;2;Appartement;1;3554
3555;90;2;Appartement;5;3555
3556;32.77;2;Appartement;2;3556
3557;17.79;2;Appartement;1;3557
3558;30.09;2;Appartement;2;3558
3559;53.76;2;Appartement;2;3559
3560;52.82;1;Maison;2;3560
3561;29.38;2;Appartement;1;3561
3562;27;2;Appartement;2;3562
3563;42.17;1;Maison;3;3563
3564;18.89;2;Appartement;1;3564
3565;41.53;2;Appartement;2;3565
3566;30.38;2;Appartement;2;3566
3567;47.05;2;Appartement;2;3567
3568;33.09;2;Appartement;2;3568
3569;30.94;2;Appartement;2;3569
3570;28.89;2;Appartement;2;3570
3571;66.36;2;Appartement;4;3571
3572;41.78;2;Appartement;2;3572
3573;71.54;2;Appartement;4;3573
3574;29.02;2;Appartement;1;3574
3575;36.27;2;Appartement;2;3575
3576;27.56;2;Appartement;1;3576
3577;23.24;2;Appartement;2;3577
3578;22.56;2;Appartement;1;3578
3579;36;2;Appartement;2;3579
3580;50.83;2;Appartement;2;3580
3581;38.2;1;Maison;3;3581
3582;20.65;2;Appartement;1;3582
3583;24.23;2;Appartement;1;3583
3584;48.35;2;Appartement;2;3584
3585;37.28;2;Appartement;2;3585
3586;40.54;1;Maison;2;3586
3587;27.57;2;Appartement;1;3587
3588;23.78;2;Appartement;1;3588
3589;57.29;2;Appartement;3;3589
3590;27.73;2;Appartement;2;3590
3591;51.05;2;Appartement;3;3591
3592;54.49;2;Appartement;2;3592
3593;50.29;2;Appartement;3;3593
3594;24.14;2;Appartement;1;3594
3595;23.67;2;Appartement;1;3595
3596;25.96;2;Appartement;2;3596
3597;35.67;2;Appartement;3;3597
3598;48;2;Appartement;3;3598
3599;55.88;2;Appartement;3;3599
3600;21.45;2;Appartement;1;3600
3601;42.31;2;Appartement;2;3601
3602;35.55;2;Appartement;2;3602
3603;101.33;1;Maison;4;3603
3604;31.53;2;Appartement;2;3604
3605;98.39;2;Appartement;4;3605
3606;25.61;2;Appartement;2;3606
3607;23.53;2;Appartement;2;3607
3608;76.49;2;Appartement;3;3608
3609;26.63;2;Appartement;2;3609
3610;18.8;2;Appartement;1;3610
3611;24.57;2;Appartement;2;3611
3612;33.82;2;Appartement;1;3612
3613;14.73;2;Appartement;1;3613
3614;73.7;2;Appartement;3;3614
3615;40.23;2;Appartement;2;3615
3616;26.33;2;Appartement;1;3616
3617;22.34;2;Appartement;2;3617
3618;28.12;2;Appartement;1;3618
3619;29.67;2;Appartement;1;3619
3620;62.69;2;Appartement;3;3620
3621;37.86;1;Maison;2;3621
3622;52.13;2;Appartement;4;3622
3623;46.64;2;Appartement;2;3623
3624;42.66;2;Appartement;2;3624
3625;25.33;2;Appartement;1;3625
3626;27.03;2;Appartement;1;3626
3627;42.41;2;Appartement;3;3627
3628;34.53;2;Appartement;2;3628
3629;29.26;2;Appartement;2;3629
3630;24.9;2;Appartement;2;3630
3631;94.51;2;Appartement;3;3631
3632;38.25;2;Appartement;2;3632
3633;26.09;2;Appartement;2;3633
3634;58.35;2;Appartement;3;3634
3635;230.23;1;Maison;5;3635
3636;23.67;2;Appartement;2;3636
3637;29.34;2;Appartement;2;3637
3638;30.96;2;Appartement;2;3638
3639;26.61;2;Appartement;2;3639
3640;23.71;2;Appartement;2;3640
3641;33.11;2;Appartement;1;3641
3642;48.54;2;Appartement;2;3642
3643;26.02;2;Appartement;3;3643
3644;29.53;2;Appartement;1;3644
3645;35.4;2;Appartement;2;3645
3646;40.87;2;Appartement;2;3646
3647;41.76;2;Appartement;2;3647
3648;45.81;2;Appartement;2;3648
3649;85.2;2;Appartement;4;3649
3650;77.9;2;Appartement;3;3650
3651;31.57;2;Appartement;1;3651
3652;81;2;Appartement;4;3652
3653;36.38;2;Appartement;1;3653
3654;44.67;2;Appartement;2;3654
3655;31.96;2;Appartement;2;3655
3656;48.14;2;Appartement;4;3656
3657;46.94;2;Appartement;1;3657
3658;32.74;2;Appartement;2;3658
3659;30.37;2;Appartement;2;3659
3660;30.38;2;Appartement;2;3660
3661;24.16;2;Appartement;2;3661
3662;24.43;2;Appartement;2;3662
3663;27.89;2;Appartement;2;3663
3664;24.28;2;Appartement;2;3664
3665;42.84;2;Appartement;1;3665
3666;21.18;2;Appartement;1;3666
3667;68.34;1;Maison;3;3667
3668;19;2;Appartement;1;3668
3669;31.01;2;Appartement;2;3669
3670;80.78;1;Maison;3;3670
3671;28.4;2;Appartement;1;3671
3672;75.97;2;Appartement;3;3672
3673;24.15;2;Appartement;2;3673
3674;31.47;2;Appartement;2;3674
3675;105.77;2;Appartement;7;3675
3676;24.68;2;Appartement;2;3676
3677;36.05;2;Appartement;3;3677
3678;56.83;2;Appartement;2;3678
3679;26.75;2;Appartement;1;3679
3680;25.31;2;Appartement;2;3680
3681;21.94;2;Appartement;1;3681
3682;73.48;2;Appartement;3;3682
3683;19.83;2;Appartement;1;3683
3684;13.39;2;Appartement;1;3684
3685;34.67;2;Appartement;2;3685
3686;30.8;2;Appartement;2;3686
3687;48.96;2;Appartement;2;3687
3688;83.59;2;Appartement;3;3688
3689;32.8;2;Appartement;3;3689
3690;36.23;2;Appartement;2;3690
3691;29.7;2;Appartement;1;3691
3692;22.65;2;Appartement;1;3692
3693;38.55;2;Appartement;3;3693
3694;34.31;2;Appartement;2;3694
3695;43.01;2;Appartement;2;3695
3696;29.34;2;Appartement;2;3696
3697;35.16;2;Appartement;2;3697
3698;27.72;2;Appartement;1;3698
3699;23.54;2;Appartement;1;3699
3700;24.07;2;Appartement;1;3700
3701;119.78;2;Appartement;4;3701
3702;55.41;2;Appartement;3;3702
3703;85.04;2;Appartement;4;3703
3704;36.97;2;Appartement;2;3704
3705;24.11;2;Appartement;2;3705
3706;53.7;2;Appartement;2;3706
3707;17.37;2;Appartement;1;3707
3708;31.49;2;Appartement;1;3708
3709;22.87;2;Appartement;2;3709
3710;35.23;2;Appartement;3;3710
3711;70.66;1;Maison;4;3711
3712;25.54;2;Appartement;1;3712
3713;48.56;2;Appartement;2;3713
3714;67.37;1;Maison;3;3714
3715;42.24;1;Maison;2;3715
3716;18.2;2;Appartement;1;3716
3717;59.83;2;Appartement;3;3717
3718;16.92;2;Appartement;1;3718
3719;35.44;2;Appartement;2;3719
3720;28.63;2;Appartement;2;3720
3721;78.22;2;Appartement;4;3721
3722;33.08;2;Appartement;2;3722
3723;42.66;2;Appartement;1;3723
3724;25.57;2;Appartement;2;3724
3725;34.61;2;Appartement;2;3725
3726;28.43;2;Appartement;2;3726
3727;25.65;2;Appartement;2;3727
3728;31.39;2;Appartement;2;3728
3729;36.02;2;Appartement;2;3729
3730;29.54;2;Appartement;2;3730
3731;17.69;2;Appartement;1;3731
3732;19.49;2;Appartement;2;3732
3733;60.59;2;Appartement;3;3733
3734;22.77;2;Appartement;1;3734
3735;23.1;2;Appartement;2;3735
3736;42.51;2;Appartement;3;3736
3737;38.1;2;Appartement;2;3737
3738;23.81;2;Appartement;1;3738
3739;70.16;2;Appartement;4;3739
3740;19.97;2;Appartement;1;3740
3741;55.75;2;Appartement;3;3741
3742;54.95;2;Appartement;3;3742
3743;29;2;Appartement;1;3743
3744;60.96;2;Appartement;3;3744
3745;22.63;2;Appartement;1;3745
3746;66.16;2;Appartement;4;3746
