ID_Emplacement;Adresse;Code postal;Commune;Code departement
0;5 CENTRALE;1370;SAINT-ETIENNE-DU-BOIS;1
1;20 DU CHATEAU;1170;CHEVRY;1
2;527 DU MONT BLANC;1220;DIVONNE-LES-BAINS;1
3;2 DE L'ABBE JOLIVET;1630;PERON;1
4;110 BUFFON;1200;VALSERHONE;1
5;179 JEAN FALCONNIER;1350;CULOZ;1
6;120 DE GENEVE;1630;ST-GENIS-POUILLY;1
7;210 DU RECULET;1630;ST-GENIS-POUILLY;1
8;465 JEAN DE GINGINS;1220;DIVONNE-LES-BAINS;1
9;36 DES CAPUCINES;1630;ST-GENIS-POUILLY;1
10;210 DE POUGNY;1630;PERON;1
11;1490 DE VERDUN;1100;OYONNAX;1
12;20 DU COMMERCE;1130;ST-GERMAIN-DE-JOUX;1
13;650 DE PRE BAILLY;1170;GEX;1
14;541 TURENNE;1200;VALSERHONE;1
15;695 DU SQUARE DE LAUSANNE;1220;DIVONNE-LES-BAINS;1
16;40 ALEXANDRE BERARD;1500;AMBERIEU-EN-BUGEY;1
17;130 DES LONGES RAYES;1170;CESSY;1
18;45 GRANDE RUE;1150;SAULT-BRENAZ;1
19;160 DE GEX;1210;FERNEY-VOLTAIRE;1
20;0 LES JARDINS DE CHEVRY;1170;CHEVRY;1
21;25 DES CARPIERES;1170;SEGNY;1
22;55 CHARLES DE GAULLE;1150;LAGNIEU;1
23;33 SUR LA VIGNETTE;1130;LE POIZAT-LALLEYRIAT;1
24;745 DES USINIERS;1170;GEX;1
25;135 DU JURA;1630;ST-GENIS-POUILLY;1
26;455 MARCEL DEMIA;1500;AMBERIEU-EN-BUGEY;1
27;191 DE CHARIGNIN;1300;BELLEY;1
28;37 DE BRETIGNY;1210;ORNEX;1
29;124 DES HETRES;1630;ST-GENIS-POUILLY;1
30;170 DE MEYRIN;1210;FERNEY-VOLTAIRE;1
31;190 DE LA MAIRIE;1350;CULOZ;1
32;182 GRANDE RUE DE BULLIEZ;1150;LAGNIEU;1
33;15 DE LA BIENNE;1590;DORTAN;1
34;540 REINE CLOTILDE;1500;AMBERIEU-EN-BUGEY;1
35;730 STE MARIE;1300;BELLEY;1
36;25 DE BOURG;1150;LAGNIEU;1
37;20 DU BIJOU;1210;FERNEY-VOLTAIRE;1
38;55 DE LA PLANCHE BRULEE;1210;FERNEY-VOLTAIRE;1
39;16 CHANTEPIE;1280;PREVESSIN-MOENS;1
40;53 DE LA ROCHE SAMUEL;1110;BRENOD;1
41;246 DE LA COMMUNE 1871;1500;AMBERIEU-EN-BUGEY;1
42;135 DE LA TOUR;1640;SAINT-JEAN-LE-VIEUX;1
43;55 DE LA PLANCHE BRULEE;1210;FERNEY-VOLTAIRE;1
44;270 DU DOCTEUR GREZEL;1130;NANTUA;1
45;70 DU DOC CHARCOT;1500;SAINT-DENIS-EN-BUGEY;1
46;342 DES TERRASSES;1710;THOIRY;1
47;40 AMPERE;1100;OYONNAX;1
48;95 GERARD DE NERVAL;1100;BELLIGNAT;1
49;130 DES HAUTAINS;1630;ST-GENIS-POUILLY;1
50;77 DU NEUTRINO;1280;PREVESSIN-MOENS;1
51;170 DE MEYRIN;1210;FERNEY-VOLTAIRE;1
52;410 MASONOD;1110;PLATEAU D'HAUTEVILLE;1
53;755 DES VERTES CAMPAGNES;1170;GEX;1
54;55 DE LA PLANCHE BRULEE;1210;FERNEY-VOLTAIRE;1
55;45 DE CHAMP FUSY;1630;ST-GENIS-POUILLY;1
56;201 DES PRUNUS;1630;ST-GENIS-POUILLY;1
57;75 DES MONTS JURA;1410;LELEX;1
58;752 DES SOUPIRS;1300;BELLEY;1
59;12 BLANCHE;1170;SEGNY;1
60;11 DES ABATTOIRS;1170;GEX;1
61;295 DES FRERES CAUDRON;1500;AMBERIEU-EN-BUGEY;1
62;490 DE LA REPUBLIQUE;1200;VALSERHONE;1
63;123 DU SAUGY;1210;ORNEX;1
64;0 CLOS CHAMP VRILLARD;1170;CESSY;1
65;240 DE L EGLISE;1170;GEX;1
66;145 DE L EGLISE;1150;LAGNIEU;1
67;109 SIMON VAN DER MEER;1280;PREVESSIN-MOENS;1
68;650 DE PRE BAILLY;1170;GEX;1
69;55 DE DIVONNE;1170;VESANCY;1
70;340 LAMARTINE;1200;VALSERHONE;1
71;275 DU PETIT CHAMP;1710;THOIRY;1
72;367 DES VERGERS;1710;THOIRY;1
73;54 DES FRENES;1580;IZERNORE;1
74;398 JEAN MONNET;1500;AMBERIEU-EN-BUGEY;1
75;161 DE LA BATISSE;1500;AMBERIEU-EN-BUGEY;1
76;120 DE GENEVE;1630;ST-GENIS-POUILLY;1
77;175 DE VERSOIX;1210;FERNEY-VOLTAIRE;1
78;37 DE BRETIGNY;1210;ORNEX;1
79;145 DE MURY;1170;ECHENEVEX;1
80;82 LA PIECE;1170;CHEVRY;1
81;77 DU NEUTRINO;1280;PREVESSIN-MOENS;1
82;77 DU NEUTRINO;1280;PREVESSIN-MOENS;1
83;367 DES VERGERS;1710;THOIRY;1
84;5 DE CESSY;1210;VERSONNEX;1
85;509 DE SAVOIE;1200;VALSERHONE;1
86;490 DE LAUSANNE;1220;DIVONNE-LES-BAINS;1
87;550 DE LA REPUBLIQUE;1500;AMBERIEU-EN-BUGEY;1
88;560 DE VOUVRAY;1200;VALSERHONE;1
89;560 DE VOUVRAY;1200;VALSERHONE;1
90;720 DES VOIRONS;1220;DIVONNE-LES-BAINS;1
91;41 DE BELLE FERME;1170;GEX;1
92;30 CLAIRES FONTAINES;1150;SAINT-VULBAS;1
93;88 VICTOR HUGO;1210;FERNEY-VOLTAIRE;1
94;690 DE LA REPUBLIQUE;1300;BELLEY;1
95;310 CASTELLION;1100;OYONNAX;1
96;85 DE VESSY;1210;FERNEY-VOLTAIRE;1
97;41 DE BELLE FERME;1170;GEX;1
98;100 DES APOTRES;1500;AMBERIEU-EN-BUGEY;1
99;46 GRAND' RUE;1550;COLLONGES;1
100;165 DE LA PIERRE;1170;ECHENEVEX;1
101;112 DES PRALETS;1210;ORNEX;1
102;50 DE LA ROCHETTE;1260;CHAMPAGNE-EN-VALROMEY;1
103;118 GEORGES CHARPAK;1630;ST-GENIS-POUILLY;1
104;60 DE LA FLAUDIERE;1640;JUJURIEUX;1
105;560 DE VOUVRAY;1200;VALSERHONE;1
106;0 MATAFELON;1580;MATAFELON-GRANGES;1
107;227 GEORGES MARIN;1200;VALSERHONE;1
108;18 DES BATTOIRS;1710;THOIRY;1
109;326 CHARLES DE GAULLE;1100;OYONNAX;1
110;32 ANTOINE JACQUET;1200;VALSERHONE;1
111;0 LE BULOZ;1260;HAUT-VALROMEY;1
112;270 DU DOCTEUR GREZEL;1130;NANTUA;1
113;88 DE PRE DE PLANCHE;1280;PREVESSIN-MOENS;1
114;155 DU MARTINET;1170;CESSY;1
115;1040 DU MURET;1100;OYONNAX;1
116;16 DU CHANE;1100;ARBENT;1
117;257 JOLIOT CURIE;1200;VALSERHONE;1
118;70 DU LAVOIR;1150;SAINT-VULBAS;1
119;745 DES USINIERS;1170;GEX;1
120;431 HONORE DE BALZAC;1300;BELLEY;1
121;172 DES FRERES SERPOLLET;1350;CULOZ;1
122;56 DE LA RABOUDIERE;1360;LOYETTES;1
123;170 DE MEYRIN;1210;FERNEY-VOLTAIRE;1
124;190 HAMEAU DES CHENES;1710;THOIRY;1
125;325 DES ECOLIERS;1220;DIVONNE-LES-BAINS;1
126;155 DE GENEVE;1210;FERNEY-VOLTAIRE;1
127;100 DES PISTES;1410;LELEX;1
128;171 DU PEGAN;1210;FERNEY-VOLTAIRE;1
129;68 DE L HOTEL DE VILLE;1640;JUJURIEUX;1
130;805 COLONEL XAVIER RENDU;1200;VALSERHONE;1
131;309 FRANCIS BLANCHARD;1170;GEX;1
132;75 DES MORAINES;1170;CHEVRY;1
133;155 DU MARTINET;1170;CESSY;1
134;110 BUFFON;1200;VALSERHONE;1
135;440 PARMENTIER;1200;VALSERHONE;1
136;221 JEAN-JACQUES ROUSSEAU;1630;ST-GENIS-POUILLY;1
137;253 DU CONTE DES PERMISSIONS;1220;DIVONNE-LES-BAINS;1
138;305 JOSEPH MARION;1200;VALSERHONE;1
139;755 DES VERTES CAMPAGNES;1170;GEX;1
140;315 PASTEUR;1150;LAGNIEU;1
141;75 DES ECOLES;1630;ST-GENIS-POUILLY;1
142;110 DU VIEUX BOURG;1170;SEGNY;1
143;120 ARISTIDE BRIAND;1500;AMBERIEU-EN-BUGEY;1
144;15 DE L AMITIE;1300;BELLEY;1
145;130 DES HAUTAINS;1630;ST-GENIS-POUILLY;1
146;0 LES MARS;1410;MIJOUX;1
147;10 DES ALPES;1210;FERNEY-VOLTAIRE;1
148;155 DES PRELES;1630;SERGY;1
149;320 DU GEN SARRAIL;1500;AMBERIEU-EN-BUGEY;1
150;63 DE L AVENIR;1200;VALSERHONE;1
151;541 TURENNE;1200;VALSERHONE;1
152;112 GUSTAVE EIFFEL;1100;BELLIGNAT;1
153;25 DU JURA;1210;FERNEY-VOLTAIRE;1
154;227 GEORGES MARIN;1200;VALSERHONE;1
155;650 DE PRE BAILLY;1170;GEX;1
156;123 DU SAUGY;1210;ORNEX;1
157;18 DES BATTOIRS;1710;THOIRY;1
158;650 DE PRE BAILLY;1170;GEX;1
159;31 DES COLLINES;1630;SERGY;1
160;170 DE MEYRIN;1210;FERNEY-VOLTAIRE;1
161;169 PARC JEAN MONNET;1630;ST-GENIS-POUILLY;1
162;567 DU PEUDEX;1220;DIVONNE-LES-BAINS;1
163;294 DU PONT DE GREMAZ;1710;THOIRY;1
164;14 ALBERT CAMUS;1200;VALSERHONE;1
165;130 DES HAUTAINS;1630;ST-GENIS-POUILLY;1
166;375 DES FOURS;1300;BELLEY;1
167;59 DU MARAIS;1280;PREVESSIN-MOENS;1
168;85 DE GENEVE;1170;CESSY;1
169;100 D ARBERE;1220;DIVONNE-LES-BAINS;1
170;218 DE CHAVORNOD;1300;BELLEY;1
171;487 DU JURA;1220;DIVONNE-LES-BAINS;1
172;130 DES LONGES RAYES;1170;CESSY;1
173;660 GRANDE RUE;1220;DIVONNE-LES-BAINS;1
174;680 DES TERREAUX;1170;GEX;1
175;105 DU COTEILLON;1150;LAGNIEU;1
176;90 DE LA REPUBLIQUE;1550;FARGES;1
177;201 DES PRUNUS;1630;ST-GENIS-POUILLY;1
178;100 DE LA PRALAY;1170;CROZET;1
179;560 DES NATIONS;1330;VILLARS-LES-DOMBES;1
180;461 DE LAYE;1800;MEXIMIEUX;1
181;40 DE BELLEVILLE;1090;MONTCEAUX;1
182;520 NEUVE;1120;MONTLUEL;1
183;160 EDOUARD HERRIOT;1480;JASSANS-RIOTTIER;1
184;75 HECTOR BERLIOZ;1480;BEAUREGARD;1
185;510 DE LYON;1800;MEXIMIEUX;1
186;186 DE GENEVE;1120;DAGNEUX;1
187;30 DU BONATIER;1390;MIONNAY;1
188;140 DES CANNES;1800;VILLIEU-LOYES-MOLLON;1
189;925 LUCIEN QUITTELIER;2300;CHAUNY;2
190;910 FERNAND THUILLART;2000;LAON;2
191;535 CONDORCET;2000;LAON;2
192;2278 DU REMPART SAINT REMY;2000;LAON;2
193;250 BONNOT;2000;LAON;2
194;301 MAZIN;2800;LA FERE;2
195;2040 PAUL DOUMER;2000;LAON;2
196;1070 DES OEUVRES DE CHINE;2300;CHAUNY;2
197;2860 VINCHON;2000;LAON;2
198;400 DU CHANGE;2000;LAON;2
199;2040 PAUL DOUMER;2000;LAON;2
200;2040 PAUL DOUMER;2000;LAON;2
201;350 CARLIER HENNECART;2000;LAON;2
202;1333 JEAN DE LA FONTAINE;2000;LAON;2
203;1334 JEAN RACINE;2000;LAON;2
204;1700 DU MARCHE;2000;LAON;2
205;1590 DE LA LINOTTE;2000;LAON;2
206;535 CONDORCET;2000;LAON;2
207;1930 DES NEUFLIERS;2000;LAON;2
208;39 DE L EGLISE;2000;URCEL;2
209;190 BOUZIER;2300;CHAUNY;2
210;535 CONDORCET;2000;LAON;2
211;2620 SERURIER;2000;LAON;2
212;130 DE MONTEVIDEO;2410;SAINT GOBAIN;2
213;2555 GAMBETTA;2700;TERGNIER;2
214;1590 DE LA LINOTTE;2000;LAON;2
215;1590 DE LA LINOTTE;2000;LAON;2
216;1590 DE LA LINOTTE;2000;LAON;2
217;78 ROBERT GODARD;2670;FOLEMBRAY;2
218;540 DE LA CONGREGATION;2000;LAON;2
219;45 AMPERE;2000;LAON;2
220;360 CARNOT;2000;LAON;2
221;2620 SERURIER;2000;LAON;2
222;5210 DE LA SELLERIE;2100;SAINT QUENTIN;2
223;2920 D ISLE;2100;SAINT QUENTIN;2
224;2670 DU GOUVERNEMENT;2100;SAINT QUENTIN;2
225;5500 VARLET;2100;SAINT QUENTIN;2
226;800 FERNAND MARQUIGNY;2200;SOISSONS;2
227;110 DU MOULIN BOTTE;2200;COURMELLES;2
228;1660 DES PAVEURS;2200;SOISSONS;2
229;1130 JEANNE D ARC;2200;SOISSONS;2
230;1082 JEAN DELAPLACE;2200;SOISSONS;2
231;2180 DE LA SURCHETTE;2200;SOISSONS;2
232;1830 QUINQUET;2200;SOISSONS;2
233;115 DU PONT DE LA TOURNELLE;2290;VIC SUR AISNE;2
234;50 DE FONTENOY;2290;VIC SUR AISNE;2
235;0 LA FOSSE SALMON;2600;VILLERS-COTTERETS;2
236;6 SAINT DENIS;2600;LARGNY SUR AUTOMNE;2
237;615 ROGER SALENGRO;2600;VILLERS-COTTERETS;2
238;330 DU CHAMP BOUILLANT;2200;SOISSONS;2
239;1910 DE LA RESISTANCE;2200;SOISSONS;2
240;1760 PORTE CROUY;2200;SOISSONS;2
241;0 DE LA QUINCY;2880;NANTEUIL LA FOSSE;2
242;270 PETITE RUE SAINT VINCENT;2370;VAILLY-SUR-AISNE;2
243;70 DE BAPAUME;2600;VILLERS-COTTERETS;2
244;1192 DE LAON;2200;SOISSONS;2
245;950 DES GRAVIERS;2200;SOISSONS;2
246;330 DU CHAMP BOUILLANT;2200;SOISSONS;2
247;1490 NOTRE DAME;2200;SOISSONS;2
248;20 ALEXANDRE DUMAS;2600;VILLERS-COTTERETS;2
249;40 FERNAND BAZIN;2600;COEUVRES ET VALSERY;2
250;170 DU DOCTEUR MOUFLIER;2600;VILLERS-COTTERETS;2
251;760 EDOUARD BRANLY;2200;SOISSONS;2
252;760 EDOUARD BRANLY;2200;SOISSONS;2
253;1192 DE LAON;2200;SOISSONS;2
254;360 D OULCHY LE CHATEAU;2200;BELLEU;2
255;2210 THIERS;2200;SOISSONS;2
256;1122 JEAN MOULIN;2200;SOISSONS;2
257;1760 PORTE CROUY;2200;SOISSONS;2
258;170 DU DOCTEUR MOUFLIER;2600;VILLERS-COTTERETS;2
259;890 DU GENERAL DE GAULLE;2200;SOISSONS;2
260;710 VICTOR HUGO;2600;VILLERS-COTTERETS;2
261;302 DU GRAND MONTOIR;2600;VILLERS-COTTERETS;2
262;1540 DE PANLEU;2200;SOISSONS;2
263;890 DU GENERAL DE GAULLE;2200;SOISSONS;2
264;1192 DE LAON;2200;SOISSONS;2
265;40 FERNAND BAZIN;2600;COEUVRES ET VALSERY;2
266;760 EDOUARD BRANLY;2200;SOISSONS;2
267;760 EDOUARD BRANLY;2200;SOISSONS;2
268;1130 JEANNE D ARC;2200;SOISSONS;2
269;814 DE LA MARE AUX CANES;2400;CHATEAU THIERRY;2
270;640 DE L HOTEL DE VILLE;2400;CHATEAU THIERRY;2
271;590 GRANDE RUE;2400;CHATEAU THIERRY;2
272;0 RENOIR;2400;CHATEAU THIERRY;2
273;160 PAUL CLAUDEL;2130;FERE EN TARDENOIS;2
274;950 DE LA FRATERNITE;3000;MOULINS;3
275;720 DENAIN;3000;MOULINS;3
276;950 DE LA FRATERNITE;3000;MOULINS;3
277;950 DE LA FRATERNITE;3000;MOULINS;3
278;459 CHARLES PEGUY;3000;MOULINS;3
279;0 PARC MONTFAULT;3400;YZEURE;3
280;2170 DU VERT GALANT;3000;MOULINS;3
281;1320 DU PRE DE MOLLES;3400;YZEURE;3
282;990 DE LYON;3400;YZEURE;3
283;865 JACQUES VINCENT;3400;YZEURE;3
284;1010 GASPARD ROUX;3000;MOULINS;3
285;815 DU DRAPEAU;3300;CUSSET;3
286;1710 JEAN JAURES;3200;VICHY;3
287;2160 MONTIGNAC;3200;VICHY;3
288;2290 DU 11 NOVEMBRE;3200;VICHY;3
289;1040 DUCHON;3200;VICHY;3
290;1600 HUBERT COLOMBIER;3200;VICHY;3
291;720 DE L HORLOGE;4200;SISTERON;4
292;88 DE L ENGIEN;4500;RIEZ;4
293;0 LES MELEZES;4400;ENCHASTRAYES;4
294;182 DU CAMPING;4160;CHATEAU-ARNOUX-SAINT-AUBAN;4
295;1090 DES MONGES;4000;DIGNE-LES-BAINS;4
296;0 STATION DE SAINT JEAN;4140;MONTCLAR;4
297;440 DU DOCTEUR ROBERT;4200;SISTERON;4
298;0 LA CHAPELLE;4260;ALLOS;4
299;9 DES AIRES;4120;CASTELLANE;4
300;4 DE MAZAGRAND;4850;JAUSIERS;4
301;0 LE VILLAGE;4340;LE LAUZET UBAYE;4
302;24 GRANDE;4140;SEYNE;4
303;0 ADRECH DE CHAUVET;4260;ALLOS;4
304;680 FRANCOIS CUZIN;4000;DIGNE-LES-BAINS;4
305;1670 DU VALLON DE FARINE;4000;DIGNE-LES-BAINS;4
306;0 STATION DE SAINT JEAN;4140;MONTCLAR;4
307;0 LE VILLAGE;4500;SAINTE CROIX DU VERDON;4
308;0 PONT DE LABRAU OUEST;4260;ALLOS;4
309;0 LOTISSEMENT DU BERARD;4400;FAUCON-DE-BARCELONNETTE;4
310;0 LES CHENEVRIERS;4400;ENCHASTRAYES;4
311;50 DES ALPAGES;4400;BARCELONNETTE;4
312;1 PRINCIPALE;4850;JAUSIERS;4
313;45 DES BEAUMES;4800;GREOUX-LES-BAINS;4
314;1690 VICTOR HUGO;4000;DIGNE-LES-BAINS;4
315;0 LE VALLON DES SOURCES;4000;DIGNE-LES-BAINS;4
316;1690 VICTOR HUGO;4000;DIGNE-LES-BAINS;4
317;0 LE SUPERSAUZE;4400;ENCHASTRAYES;4
318;0 LE PONT;4800;SAINT-MARTIN-DE-BROMES;4
319;0 PONT DE LABRAU;4260;ALLOS;4
320;21 DE CARUPE;4200;PEIPIN;4
321;0 LES HAUTES PLAINES;4800;GREOUX-LES-BAINS;4
322;0 LES MARGUERITES;4400;ENCHASTRAYES;4
323;1001 DE LA MAIRIE;4000;DIGNE-LES-BAINS;4
324;0 LE SUPERSAUZE;4400;ENCHASTRAYES;4
325;0 LES HAUTES PLAINES;4800;GREOUX-LES-BAINS;4
326;75 ANCIENNE RTE D FORCALQUIER;4130;VOLX;4
327;0 BEAUDINE;4300;FORCALQUIER;4
328;1360 DE LA REPUBLIQUE;4200;SISTERON;4
329;420 DELEUZE;4200;SISTERON;4
330;0 GRANDE MONTAGNE;4140;SELONNET;4
331;0 LES AUCHES;4260;ALLOS;4
332;82 DES AVETTES;4100;MANOSQUE;4
333;700 MARCEL ANDRE;4300;FORCALQUIER;4
334;0 LACHAUD ET CHAUVET;4260;ALLOS;4
335;103 DU DCT BERNARD FOUSSIER;4100;MANOSQUE;4
336;60 ANDRE HONNORAT;4400;BARCELONNETTE;4
337;330 DOC CASIMIR CAIRE;4300;FORCALQUIER;4
338;265 DES THERMES;4800;GREOUX-LES-BAINS;4
339;0 LA CHAPELLE;4260;ALLOS;4
340;230 TANNERIE;4500;RIEZ;4
341;1220 POTERIE;4200;SISTERON;4
342;265 DES CORDELIERS;4300;FORCALQUIER;4
343;0 LES LAVANDES;4100;MANOSQUE;4
344;0 LES MARMOTTES BLEUES;4400;UVERNET-FOURS;4
345;0 LE VILLAGE;4200;NOYERS-SUR-JABRON;4
346;570 FONT CHAUDE;4200;SISTERON;4
347;0 SAINT PIERRE;4140;SEYNE;4
348;2 DE LA FERRAILLE;4300;PIERRERUE;4
349;0 LA SESTRIERE;4260;ALLOS;4
350;520 DES EAUX CHAUDES;4000;DIGNE-LES-BAINS;4
351;335 JULES BOURDIN;4700;ORAISON;4
352;265 DES THERMES;4800;GREOUX-LES-BAINS;4
353;855 DE PROVENCE;4100;MANOSQUE;4
354;250 DE STE ANNETTE;4800;GREOUX-LES-BAINS;4
355;810 HENRI JAUBERT;4000;DIGNE-LES-BAINS;4
356;265 DES THERMES;4800;GREOUX-LES-BAINS;4
357;0 JEANNE D ARC;4100;MANOSQUE;4
358;720 MARIUS DEBOUT;4300;FORCALQUIER;4
359;0 LES HAUTES PLAINES;4800;GREOUX-LES-BAINS;4
360;0 PRA CHAUVET;4400;UVERNET-FOURS;4
361;0 ADRECH DE CHAUVET;4260;ALLOS;4
362;0 LES MELEZES;4400;UVERNET-FOURS;4
363;0 STATION DE SAINT JEAN;4140;MONTCLAR;4
364;0 LES SAGNES;4140;SEYNE;4
365;0 LES HAUTES PLAINES;4800;GREOUX-LES-BAINS;4
366;0 LES HAUTES PLAINES;4800;GREOUX-LES-BAINS;4
367;903 DU FRESQUIE;4300;FORCALQUIER;4
368;0 LE CEZANNE;4800;GREOUX-LES-BAINS;4
369;855 DE PROVENCE;4100;MANOSQUE;4
370;520 DES EAUX CHAUDES;4000;DIGNE-LES-BAINS;4
371;10 DU LAC;4160;L ESCALE;4
372;0 LES VIEUX BAINS;4800;GREOUX-LES-BAINS;4
373;150 NATIONALE;4120;CASTELLANE;4
374;0 LE CHRISTIANA;4400;UVERNET-FOURS;4
375;30 GRANDE;4180;VILLENEUVE;4
376;730 PAUL MARTIN NALIN;4100;MANOSQUE;4
377;1000 DE L ANCIENNE MAIRIE;4000;DIGNE-LES-BAINS;4
378;0 LA COLETTE;4100;MANOSQUE;4
379;0 MAZAGRAND;4850;JAUSIERS;4
380;0 LA COLETTE;4100;MANOSQUE;4
381;49 DU CHASTEL;4850;JAUSIERS;4
382;1605 DES THERMES;4000;DIGNE-LES-BAINS;4
383;0 LA BERANGERE;4400;UVERNET-FOURS;4
384;2 GEORGES DE SALVE;4210;VALENSOLE;4
385;80 DES ARCADES;4200;SISTERON;4
386;35 DES AJONCS;4000;DIGNE-LES-BAINS;4
387;793 JEAN MOULIN;4200;SISTERON;4
388;35 DES ALPES;4100;MANOSQUE;4
389;685 DES SALETTES;4160;CHATEAU-ARNOUX-SAINT-AUBAN;4
390;0 CHANTEMERLE;4140;SEYNE;4
391;0 LA PETITE OURSE 2;4260;ALLOS;4
392;870 DE L HUBAC;4000;DIGNE-LES-BAINS;4
393;0 L EDELWEISS;4400;UVERNET-FOURS;4
394;1340 SAINT PROMASSE;4300;FORCALQUIER;4
395;470 DU LAC;4160;CHATEAU-ARNOUX-SAINT-AUBAN;4
396;255 DE LA REPUBLIQUE;4290;VOLONNE;4
397;240 GRENETTE;4400;BARCELONNETTE;4
398;682 LOUIS ANDRIEUX;4300;FORCALQUIER;4
399;317 PIERRE MAITRE;4220;SAINTE-TULLE;4
400;0 LES HAUTES PLAINES;4800;GREOUX-LES-BAINS;4
401;1060 DES PRISONS;4300;FORCALQUIER;4
402;60 DE L ARMISTICE;4100;MANOSQUE;4
403;0 LE SCHUSS 3;4260;ALLOS;4
404;700 MARCEL ANDRE;4300;FORCALQUIER;4
405;456 REINE DES ALPES;4400;BARCELONNETTE;4
406;0 LE SEIGNUS BAS;4260;ALLOS;4
407;745 GENERAL DE GAULLE;4000;DIGNE-LES-BAINS;4
408;0 STATION DU GRAND PUY;4140;SEYNE;4
409;423 DES PASQUIERS;4400;BARCELONNETTE;4
410;14 DU FOUR;4230;SAINT-ETIENNE-LES-ORGUES;4
411;0 LE VILLAGE;4120;DEMANDOLX;4
412;0 LE VILLAGE;4330;BARREME;4
413;175 CHARLES DE GAULLE;4100;MANOSQUE;4
414;0 LA TOVIERE;4400;UVERNET-FOURS;4
415;0 LES MELEZES ROI SOLEIL;4400;ENCHASTRAYES;4
416;0 LES MELEZES ROI SOLEIL;4400;ENCHASTRAYES;4
417;0 LES MELEZES ROI SOLEIL;4400;ENCHASTRAYES;4
418;0 LES AUCHES;4260;ALLOS;4
419;530 TRAVERSIERE;4400;BARCELONNETTE;4
420;0 LA LUQUECE;4100;MANOSQUE;4
421;525 JEAN GIONO;4100;MANOSQUE;4
422;0 LE SEIGNUS BAS;4260;ALLOS;4
423;140 DU MITAN;4120;CASTELLANE;4
424;73 DE COCODY;4850;JAUSIERS;4
425;0 LA SAPINIERE;4400;UVERNET-FOURS;4
426;0 LES PLAINES;4800;GREOUX-LES-BAINS;4
427;0 LA ROCHAILLE;4400;UVERNET-FOURS;4
428;0 LE PONT;4800;SAINT-MARTIN-DE-BROMES;4
429;1655 DU TRIBUNAL;4000;DIGNE-LES-BAINS;4
430;710 GASSENDI;4000;DIGNE-LES-BAINS;4
431;280 ELEMIR BOURGES;4100;MANOSQUE;4
432;0 PONT DE LABRAU;4260;ALLOS;4
433;550 DE VILLEVIEILLE;4400;BARCELONNETTE;4
434;0 LES AUCHES;4260;ALLOS;4
435;0 LES CHABRANDS;4210;VALENSOLE;4
436;0 LE CLOS DE L EDEN;4800;GREOUX-LES-BAINS;4
437;250 DE STE ANNETTE;4800;GREOUX-LES-BAINS;4
438;418 DU GALOUBET;4700;ORAISON;4
439;70 DES EAUX CHAUDES;4800;GREOUX-LES-BAINS;4
440;0 LE SEIGNUS BAS;4260;ALLOS;4
441;984 DES SAVELS;4100;MANOSQUE;4
442;24 GRANDE;4140;SEYNE;4
443;1420 SAINT CHARLES;4000;DIGNE-LES-BAINS;4
444;0 LE PONT;4800;SAINT-MARTIN-DE-BROMES;4
445;870 DE L HUBAC;4000;DIGNE-LES-BAINS;4
446;0 LES LOUVES;4180;VILLENEUVE;4
447;0 LES PLAINES;4800;GREOUX-LES-BAINS;4
448;0 LE MONOIKOS;4400;UVERNET-FOURS;4
449;0 LES BALCONS DU SOLEIL;4100;MANOSQUE;4
450;0 LE MONOIKOS;4400;UVERNET-FOURS;4
451;22 DE LA GRANDE FONTAINE;4160;L ESCALE;4
452;790 JEAN JAURES;4200;SISTERON;4
453;0 RAVEL;5300;LARAGNE-MONTEGLIN;5
454;0 PEYRE CHOUSSOUS;5260;SAINT-MICHEL-DE-CHAILLOL;5
455;0 BARBA;5230;MONTGARDIN;5
456;11 DE L ARCHEVECHE;5200;EMBRUN;5
457;0 PIED DE CHANCHORE;5200;SAINT-SAUVEUR;5
458;92 MARTIAL LUCIEN;5560;VARS;5
459;0 SERRE PAIX;5100;BRIANCON;5
460;0 MERLETTE;5170;ORCIERES;5
461;3 AICARDI HUBERT;5560;VARS;5
462;64 TETE D'AMONT;5340;VALLOUISE-PELVOUX;5
463;27 CHARLES DE GAULLE;5120;L'ARGENTIERE-LA-BESSEE;5
464;0 RAVEL;5300;LARAGNE-MONTEGLIN;5
465;331 FRANCOIS CHABAS;5100;BRIANCON;5
466;550 MAURICE PETSCHE;5100;BRIANCON;5
467;610 PASTEUR;5100;BRIANCON;5
468;1750 DES REMPARTS;5000;GAP;5
469;0 LA JOUE DU LOUP;5250;LE DEVOLUY;5
470;0 LA CHAPELLE;5800;LA CHAPELLE-EN-VALGAUDEMAR;5
471;610 PASTEUR;5100;BRIANCON;5
472;0 L ADROIT D'ABRIES;5460;ABRIES-RISTOLAS;5
473;650 CDT DUMONT;5000;GAP;5
474;0 LES AGNEAUX;5240;LA SALLE;5
475;114 DES MARTYRS;5400;VEYNES;5
476;400 GRANDE RUE;5100;BRIANCON;5
477;240 COTE GELEE;5260;ANCELLE;5
478;10 ADRIEN DAURELLE;5100;BRIANCON;5
479;0 MERLETTE;5170;ORCIERES;5
480;0 LE LACAS;5200;LES ORRES;5
481;480 VARANFRAIN;5700;SERRES;5
482;0 LES CHALPS;5600;RISOUL;5
483;374 GEN DE GAULLE;5100;BRIANCON;5
