ID_commune;Code postal;Commune;Code departement;ID_adresse
0;1370;SAINT-ETIENNE-DU-BOIS;1;0
1;1170;CHEVRY;1;1
2;1220;DIVONNE-LES-BAINS;1;2
3;1630;PERON;1;3
4;1200;VALSERHONE;1;4
5;1350;CULOZ;1;5
6;1630;ST-GENIS-POUILLY;1;6
7;1630;ST-GENIS-POUILLY;1;7
8;1220;DIVONNE-LES-BAINS;1;8
9;1630;ST-GENIS-POUILLY;1;9
10;1630;PERON;1;10
11;1100;OYONNAX;1;11
12;1130;ST-GERMAIN-DE-JOUX;1;12
13;1170;GEX;1;13
14;1200;VALSERHONE;1;14
15;1220;DIVONNE-LES-BAINS;1;15
16;1500;AMBERIEU-EN-BUGEY;1;16
17;1170;CESSY;1;17
18;1150;SAULT-BRENAZ;1;18
19;1210;FERNEY-VOLTAIRE;1;19
20;1170;CHEVRY;1;20
21;1170;SEGNY;1;21
22;1150;LAGNIEU;1;22
23;1130;LE POIZAT-LALLEYRIAT;1;23
24;1170;GEX;1;24
25;1630;ST-GENIS-POUILLY;1;25
26;1500;AMBERIEU-EN-BUGEY;1;26
27;1300;BELLEY;1;27
28;1210;ORNEX;1;28
29;1630;ST-GENIS-POUILLY;1;29
30;1210;FERNEY-VOLTAIRE;1;30
31;1350;CULOZ;1;31
32;1150;LAGNIEU;1;32
33;1590;DORTAN;1;33
34;1500;AMBERIEU-EN-BUGEY;1;34
35;1300;BELLEY;1;35
36;1150;LAGNIEU;1;36
37;1210;FERNEY-VOLTAIRE;1;37
38;1210;FERNEY-VOLTAIRE;1;38
39;1280;PREVESSIN-MOENS;1;39
40;1110;BRENOD;1;40
41;1500;AMBERIEU-EN-BUGEY;1;41
42;1640;SAINT-JEAN-LE-VIEUX;1;42
43;1210;FERNEY-VOLTAIRE;1;43
44;1130;NANTUA;1;44
45;1500;SAINT-DENIS-EN-BUGEY;1;45
46;1710;THOIRY;1;46
47;1100;OYONNAX;1;47
48;1100;BELLIGNAT;1;48
49;1630;ST-GENIS-POUILLY;1;49
50;1280;PREVESSIN-MOENS;1;50
51;1210;FERNEY-VOLTAIRE;1;51
52;1110;PLATEAU D'HAUTEVILLE;1;52
53;1170;GEX;1;53
54;1210;FERNEY-VOLTAIRE;1;54
55;1630;ST-GENIS-POUILLY;1;55
56;1630;ST-GENIS-POUILLY;1;56
57;1410;LELEX;1;57
58;1300;BELLEY;1;58
59;1170;SEGNY;1;59
60;1170;GEX;1;60
61;1500;AMBERIEU-EN-BUGEY;1;61
62;1200;VALSERHONE;1;62
63;1210;ORNEX;1;63
64;1170;CESSY;1;64
65;1170;GEX;1;65
66;1150;LAGNIEU;1;66
67;1280;PREVESSIN-MOENS;1;67
68;1170;GEX;1;68
69;1170;VESANCY;1;69
70;1200;VALSERHONE;1;70
71;1710;THOIRY;1;71
72;1710;THOIRY;1;72
73;1580;IZERNORE;1;73
74;1500;AMBERIEU-EN-BUGEY;1;74
75;1500;AMBERIEU-EN-BUGEY;1;75
76;1630;ST-GENIS-POUILLY;1;76
77;1210;FERNEY-VOLTAIRE;1;77
78;1210;ORNEX;1;78
79;1170;ECHENEVEX;1;79
80;1170;CHEVRY;1;80
81;1280;PREVESSIN-MOENS;1;81
82;1280;PREVESSIN-MOENS;1;82
83;1710;THOIRY;1;83
84;1210;VERSONNEX;1;84
85;1200;VALSERHONE;1;85
86;1220;DIVONNE-LES-BAINS;1;86
87;1500;AMBERIEU-EN-BUGEY;1;87
88;1200;VALSERHONE;1;88
89;1200;VALSERHONE;1;89
90;1220;DIVONNE-LES-BAINS;1;90
91;1170;GEX;1;91
92;1150;SAINT-VULBAS;1;92
93;1210;FERNEY-VOLTAIRE;1;93
94;1300;BELLEY;1;94
95;1100;OYONNAX;1;95
96;1210;FERNEY-VOLTAIRE;1;96
97;1170;GEX;1;97
98;1500;AMBERIEU-EN-BUGEY;1;98
99;1550;COLLONGES;1;99
100;1170;ECHENEVEX;1;100
101;1210;ORNEX;1;101
102;1260;CHAMPAGNE-EN-VALROMEY;1;102
103;1630;ST-GENIS-POUILLY;1;103
104;1640;JUJURIEUX;1;104
105;1200;VALSERHONE;1;105
106;1580;MATAFELON-GRANGES;1;106
107;1200;VALSERHONE;1;107
108;1710;THOIRY;1;108
109;1100;OYONNAX;1;109
110;1200;VALSERHONE;1;110
111;1260;HAUT-VALROMEY;1;111
112;1130;NANTUA;1;112
113;1280;PREVESSIN-MOENS;1;113
114;1170;CESSY;1;114
115;1100;OYONNAX;1;115
116;1100;ARBENT;1;116
117;1200;VALSERHONE;1;117
118;1150;SAINT-VULBAS;1;118
119;1170;GEX;1;119
120;1300;BELLEY;1;120
121;1350;CULOZ;1;121
122;1360;LOYETTES;1;122
123;1210;FERNEY-VOLTAIRE;1;123
124;1710;THOIRY;1;124
125;1220;DIVONNE-LES-BAINS;1;125
126;1210;FERNEY-VOLTAIRE;1;126
127;1410;LELEX;1;127
128;1210;FERNEY-VOLTAIRE;1;128
129;1640;JUJURIEUX;1;129
130;1200;VALSERHONE;1;130
131;1170;GEX;1;131
132;1170;CHEVRY;1;132
133;1170;CESSY;1;133
134;1200;VALSERHONE;1;134
135;1200;VALSERHONE;1;135
136;1630;ST-GENIS-POUILLY;1;136
137;1220;DIVONNE-LES-BAINS;1;137
138;1200;VALSERHONE;1;138
139;1170;GEX;1;139
140;1150;LAGNIEU;1;140
141;1630;ST-GENIS-POUILLY;1;141
142;1170;SEGNY;1;142
143;1500;AMBERIEU-EN-BUGEY;1;143
144;1300;BELLEY;1;144
145;1630;ST-GENIS-POUILLY;1;145
146;1410;MIJOUX;1;146
147;1210;FERNEY-VOLTAIRE;1;147
148;1630;SERGY;1;148
149;1500;AMBERIEU-EN-BUGEY;1;149
150;1200;VALSERHONE;1;150
151;1200;VALSERHONE;1;151
152;1100;BELLIGNAT;1;152
153;1210;FERNEY-VOLTAIRE;1;153
154;1200;VALSERHONE;1;154
155;1170;GEX;1;155
156;1210;ORNEX;1;156
157;1710;THOIRY;1;157
158;1170;GEX;1;158
159;1630;SERGY;1;159
160;1210;FERNEY-VOLTAIRE;1;160
161;1630;ST-GENIS-POUILLY;1;161
162;1220;DIVONNE-LES-BAINS;1;162
163;1710;THOIRY;1;163
164;1200;VALSERHONE;1;164
165;1630;ST-GENIS-POUILLY;1;165
166;1300;BELLEY;1;166
167;1280;PREVESSIN-MOENS;1;167
168;1170;CESSY;1;168
169;1220;DIVONNE-LES-BAINS;1;169
170;1300;BELLEY;1;170
171;1220;DIVONNE-LES-BAINS;1;171
172;1170;CESSY;1;172
173;1220;DIVONNE-LES-BAINS;1;173
174;1170;GEX;1;174
175;1150;LAGNIEU;1;175
176;1550;FARGES;1;176
177;1630;ST-GENIS-POUILLY;1;177
178;1170;CROZET;1;178
179;1330;VILLARS-LES-DOMBES;1;179
180;1800;MEXIMIEUX;1;180
181;1090;MONTCEAUX;1;181
182;1120;MONTLUEL;1;182
183;1480;JASSANS-RIOTTIER;1;183
184;1480;BEAUREGARD;1;184
185;1800;MEXIMIEUX;1;185
186;1120;DAGNEUX;1;186
187;1390;MIONNAY;1;187
188;1800;VILLIEU-LOYES-MOLLON;1;188
189;2300;CHAUNY;2;189
190;2000;LAON;2;190
191;2000;LAON;2;191
192;2000;LAON;2;192
193;2000;LAON;2;193
194;2800;LA FERE;2;194
195;2000;LAON;2;195
196;2300;CHAUNY;2;196
197;2000;LAON;2;197
198;2000;LAON;2;198
199;2000;LAON;2;199
200;2000;LAON;2;200
201;2000;LAON;2;201
202;2000;LAON;2;202
203;2000;LAON;2;203
204;2000;LAON;2;204
205;2000;LAON;2;205
206;2000;LAON;2;206
207;2000;LAON;2;207
208;2000;URCEL;2;208
209;2300;CHAUNY;2;209
210;2000;LAON;2;210
211;2000;LAON;2;211
212;2410;SAINT GOBAIN;2;212
213;2700;TERGNIER;2;213
214;2000;LAON;2;214
215;2000;LAON;2;215
216;2000;LAON;2;216
217;2670;FOLEMBRAY;2;217
218;2000;LAON;2;218
219;2000;LAON;2;219
220;2000;LAON;2;220
221;2000;LAON;2;221
222;2100;SAINT QUENTIN;2;222
223;2100;SAINT QUENTIN;2;223
224;2100;SAINT QUENTIN;2;224
225;2100;SAINT QUENTIN;2;225
226;2200;SOISSONS;2;226
227;2200;COURMELLES;2;227
228;2200;SOISSONS;2;228
229;2200;SOISSONS;2;229
230;2200;SOISSONS;2;230
231;2200;SOISSONS;2;231
232;2200;SOISSONS;2;232
233;2290;VIC SUR AISNE;2;233
234;2290;VIC SUR AISNE;2;234
235;2600;VILLERS-COTTERETS;2;235
236;2600;LARGNY SUR AUTOMNE;2;236
237;2600;VILLERS-COTTERETS;2;237
238;2200;SOISSONS;2;238
239;2200;SOISSONS;2;239
240;2200;SOISSONS;2;240
241;2880;NANTEUIL LA FOSSE;2;241
242;2370;VAILLY-SUR-AISNE;2;242
243;2600;VILLERS-COTTERETS;2;243
244;2200;SOISSONS;2;244
245;2200;SOISSONS;2;245
246;2200;SOISSONS;2;246
247;2200;SOISSONS;2;247
248;2600;VILLERS-COTTERETS;2;248
249;2600;COEUVRES ET VALSERY;2;249
250;2600;VILLERS-COTTERETS;2;250
251;2200;SOISSONS;2;251
252;2200;SOISSONS;2;252
253;2200;SOISSONS;2;253
254;2200;BELLEU;2;254
255;2200;SOISSONS;2;255
256;2200;SOISSONS;2;256
257;2200;SOISSONS;2;257
258;2600;VILLERS-COTTERETS;2;258
259;2200;SOISSONS;2;259
260;2600;VILLERS-COTTERETS;2;260
261;2600;VILLERS-COTTERETS;2;261
262;2200;SOISSONS;2;262
263;2200;SOISSONS;2;263
264;2200;SOISSONS;2;264
265;2600;COEUVRES ET VALSERY;2;265
266;2200;SOISSONS;2;266
267;2200;SOISSONS;2;267
268;2200;SOISSONS;2;268
269;2400;CHATEAU THIERRY;2;269
270;2400;CHATEAU THIERRY;2;270
271;2400;CHATEAU THIERRY;2;271
272;2400;CHATEAU THIERRY;2;272
273;2130;FERE EN TARDENOIS;2;273
274;3000;MOULINS;3;274
275;3000;MOULINS;3;275
276;3000;MOULINS;3;276
277;3000;MOULINS;3;277
278;3000;MOULINS;3;278
279;3400;YZEURE;3;279
280;3000;MOULINS;3;280
281;3400;YZEURE;3;281
282;3400;YZEURE;3;282
283;3400;YZEURE;3;283
284;3000;MOULINS;3;284
285;3300;CUSSET;3;285
286;3200;VICHY;3;286
287;3200;VICHY;3;287
288;3200;VICHY;3;288
289;3200;VICHY;3;289
290;3200;VICHY;3;290
291;4200;SISTERON;4;291
292;4500;RIEZ;4;292
293;4400;ENCHASTRAYES;4;293
294;4160;CHATEAU-ARNOUX-SAINT-AUBAN;4;294
295;4000;DIGNE-LES-BAINS;4;295
296;4140;MONTCLAR;4;296
297;4200;SISTERON;4;297
298;4260;ALLOS;4;298
299;4120;CASTELLANE;4;299
300;4850;JAUSIERS;4;300
301;4340;LE LAUZET UBAYE;4;301
302;4140;SEYNE;4;302
303;4260;ALLOS;4;303
304;4000;DIGNE-LES-BAINS;4;304
305;4000;DIGNE-LES-BAINS;4;305
306;4140;MONTCLAR;4;306
307;4500;SAINTE CROIX DU VERDON;4;307
308;4260;ALLOS;4;308
309;4400;FAUCON-DE-BARCELONNETTE;4;309
310;4400;ENCHASTRAYES;4;310
311;4400;BARCELONNETTE;4;311
312;4850;JAUSIERS;4;312
313;4800;GREOUX-LES-BAINS;4;313
314;4000;DIGNE-LES-BAINS;4;314
315;4000;DIGNE-LES-BAINS;4;315
316;4000;DIGNE-LES-BAINS;4;316
317;4400;ENCHASTRAYES;4;317
318;4800;SAINT-MARTIN-DE-BROMES;4;318
319;4260;ALLOS;4;319
320;4200;PEIPIN;4;320
321;4800;GREOUX-LES-BAINS;4;321
322;4400;ENCHASTRAYES;4;322
323;4000;DIGNE-LES-BAINS;4;323
324;4400;ENCHASTRAYES;4;324
325;4800;GREOUX-LES-BAINS;4;325
326;4130;VOLX;4;326
327;4300;FORCALQUIER;4;327
328;4200;SISTERON;4;328
329;4200;SISTERON;4;329
330;4140;SELONNET;4;330
331;4260;ALLOS;4;331
332;4100;MANOSQUE;4;332
333;4300;FORCALQUIER;4;333
334;4260;ALLOS;4;334
335;4100;MANOSQUE;4;335
336;4400;BARCELONNETTE;4;336
337;4300;FORCALQUIER;4;337
338;4800;GREOUX-LES-BAINS;4;338
339;4260;ALLOS;4;339
340;4500;RIEZ;4;340
341;4200;SISTERON;4;341
342;4300;FORCALQUIER;4;342
343;4100;MANOSQUE;4;343
344;4400;UVERNET-FOURS;4;344
345;4200;NOYERS-SUR-JABRON;4;345
346;4200;SISTERON;4;346
347;4140;SEYNE;4;347
348;4300;PIERRERUE;4;348
349;4260;ALLOS;4;349
350;4000;DIGNE-LES-BAINS;4;350
351;4700;ORAISON;4;351
352;4800;GREOUX-LES-BAINS;4;352
353;4100;MANOSQUE;4;353
354;4800;GREOUX-LES-BAINS;4;354
355;4000;DIGNE-LES-BAINS;4;355
356;4800;GREOUX-LES-BAINS;4;356
357;4100;MANOSQUE;4;357
358;4300;FORCALQUIER;4;358
359;4800;GREOUX-LES-BAINS;4;359
360;4400;UVERNET-FOURS;4;360
361;4260;ALLOS;4;361
362;4400;UVERNET-FOURS;4;362
363;4140;MONTCLAR;4;363
364;4140;SEYNE;4;364
365;4800;GREOUX-LES-BAINS;4;365
366;4800;GREOUX-LES-BAINS;4;366
367;4300;FORCALQUIER;4;367
368;4800;GREOUX-LES-BAINS;4;368
369;4100;MANOSQUE;4;369
370;4000;DIGNE-LES-BAINS;4;370
371;4160;L ESCALE;4;371
372;4800;GREOUX-LES-BAINS;4;372
373;4120;CASTELLANE;4;373
374;4400;UVERNET-FOURS;4;374
375;4180;VILLENEUVE;4;375
376;4100;MANOSQUE;4;376
377;4000;DIGNE-LES-BAINS;4;377
378;4100;MANOSQUE;4;378
379;4850;JAUSIERS;4;379
380;4100;MANOSQUE;4;380
381;4850;JAUSIERS;4;381
382;4000;DIGNE-LES-BAINS;4;382
383;4400;UVERNET-FOURS;4;383
384;4210;VALENSOLE;4;384
385;4200;SISTERON;4;385
386;4000;DIGNE-LES-BAINS;4;386
387;4200;SISTERON;4;387
388;4100;MANOSQUE;4;388
389;4160;CHATEAU-ARNOUX-SAINT-AUBAN;4;389
390;4140;SEYNE;4;390
391;4260;ALLOS;4;391
392;4000;DIGNE-LES-BAINS;4;392
393;4400;UVERNET-FOURS;4;393
394;4300;FORCALQUIER;4;394
395;4160;CHATEAU-ARNOUX-SAINT-AUBAN;4;395
396;4290;VOLONNE;4;396
397;4400;BARCELONNETTE;4;397
398;4300;FORCALQUIER;4;398
399;4220;SAINTE-TULLE;4;399
400;4800;GREOUX-LES-BAINS;4;400
401;4300;FORCALQUIER;4;401
402;4100;MANOSQUE;4;402
403;4260;ALLOS;4;403
404;4300;FORCALQUIER;4;404
405;4400;BARCELONNETTE;4;405
406;4260;ALLOS;4;406
407;4000;DIGNE-LES-BAINS;4;407
408;4140;SEYNE;4;408
409;4400;BARCELONNETTE;4;409
410;4230;SAINT-ETIENNE-LES-ORGUES;4;410
411;4120;DEMANDOLX;4;411
412;4330;BARREME;4;412
413;4100;MANOSQUE;4;413
414;4400;UVERNET-FOURS;4;414
415;4400;ENCHASTRAYES;4;415
416;4400;ENCHASTRAYES;4;416
417;4400;ENCHASTRAYES;4;417
418;4260;ALLOS;4;418
419;4400;BARCELONNETTE;4;419
420;4100;MANOSQUE;4;420
421;4100;MANOSQUE;4;421
422;4260;ALLOS;4;422
423;4120;CASTELLANE;4;423
424;4850;JAUSIERS;4;424
425;4400;UVERNET-FOURS;4;425
426;4800;GREOUX-LES-BAINS;4;426
427;4400;UVERNET-FOURS;4;427
428;4800;SAINT-MARTIN-DE-BROMES;4;428
429;4000;DIGNE-LES-BAINS;4;429
430;4000;DIGNE-LES-BAINS;4;430
431;4100;MANOSQUE;4;431
432;4260;ALLOS;4;432
433;4400;BARCELONNETTE;4;433
434;4260;ALLOS;4;434
435;4210;VALENSOLE;4;435
436;4800;GREOUX-LES-BAINS;4;436
437;4800;GREOUX-LES-BAINS;4;437
438;4700;ORAISON;4;438
439;4800;GREOUX-LES-BAINS;4;439
440;4260;ALLOS;4;440
441;4100;MANOSQUE;4;441
442;4140;SEYNE;4;442
443;4000;DIGNE-LES-BAINS;4;443
444;4800;SAINT-MARTIN-DE-BROMES;4;444
445;4000;DIGNE-LES-BAINS;4;445
446;4180;VILLENEUVE;4;446
447;4800;GREOUX-LES-BAINS;4;447
448;4400;UVERNET-FOURS;4;448
449;4100;MANOSQUE;4;449
450;4400;UVERNET-FOURS;4;450
451;4160;L ESCALE;4;451
452;4200;SISTERON;4;452
453;5300;LARAGNE-MONTEGLIN;5;453
454;5260;SAINT-MICHEL-DE-CHAILLOL;5;454
455;5230;MONTGARDIN;5;455
456;5200;EMBRUN;5;456
457;5200;SAINT-SAUVEUR;5;457
458;5560;VARS;5;458
459;5100;BRIANCON;5;459
460;5170;ORCIERES;5;460
461;5560;VARS;5;461
462;5340;VALLOUISE-PELVOUX;5;462
463;5120;L'ARGENTIERE-LA-BESSEE;5;463
464;5300;LARAGNE-MONTEGLIN;5;464
465;5100;BRIANCON;5;465
466;5100;BRIANCON;5;466
467;5100;BRIANCON;5;467
468;5000;GAP;5;468
469;5250;LE DEVOLUY;5;469
470;5800;LA CHAPELLE-EN-VALGAUDEMAR;5;470
471;5100;BRIANCON;5;471
472;5460;ABRIES-RISTOLAS;5;472
473;5000;GAP;5;473
474;5240;LA SALLE;5;474
475;5400;VEYNES;5;475
476;5100;BRIANCON;5;476
477;5260;ANCELLE;5;477
478;5100;BRIANCON;5;478
479;5170;ORCIERES;5;479
480;5200;LES ORRES;5;480
481;5700;SERRES;5;481
482;5600;RISOUL;5;482
483;5100;BRIANCON;5;483
484;5230;CHORGES;5;484
485;5290;PUY SAINT VINCENT;5;485
486;5000;GAP;5;486
487;5500;SAINT-BONNET-EN-CHAMPSAUR;5;487
488;5200;EMBRUN;5;488
489;5000;GAP;5;489
490;5100;NEVACHE;5;490
491;5240;LA SALLE;5;491
492;5250;LE DEVOLUY;5;492
493;5100;BRIANCON;5;493
494;5000;GAP;5;494
495;5170;ORCIERES;5;495
496;5170;ORCIERES;5;496
497;5220;LE MONETIER-LES-BAINS;5;497
498;5250;LE DEVOLUY;5;498
499;5230;LA BATIE NEUVE;5;499
500;5250;LE DEVOLUY;5;500
501;5170;ORCIERES;5;501
502;5000;GAP;5;502
503;5250;LE DEVOLUY;5;503
504;5400;VEYNES;5;504
505;5700;SERRES;5;505
506;5250;LE DEVOLUY;5;506
507;5600;GUILLESTRE;5;507
508;5170;ORCIERES;5;508
509;5290;PUY SAINT VINCENT;5;509
510;5230;CHORGES;5;510
511;5250;LE DEVOLUY;5;511
512;5200;LES ORRES;5;512
513;5250;LE DEVOLUY;5;513
514;5000;GAP;5;514
515;5230;CHORGES;5;515
516;5500;SAINT-BONNET-EN-CHAMPSAUR;5;516
517;5340;VALLOUISE-PELVOUX;5;517
518;5160;SAVINES-LE-LAC;5;518
519;5100;MONTGENEVRE;5;519
520;5160;SAVINES-LE-LAC;5;520
521;5250;LE DEVOLUY;5;521
522;5250;LE DEVOLUY;5;522
523;5560;VARS;5;523
524;5500;LAYE;5;524
525;5250;LE DEVOLUY;5;525
526;5100;BRIANCON;5;526
527;5290;PUY SAINT VINCENT;5;527
528;5290;PUY SAINT VINCENT;5;528
529;5200;PUY-SANIERES;5;529
530;5200;EMBRUN;5;530
531;5200;LES ORRES;5;531
532;5200;LES ORRES;5;532
533;5100;BRIANCON;5;533
534;5600;RISOUL;5;534
535;5600;RISOUL;5;535
536;5250;LE DEVOLUY;5;536
537;5000;GAP;5;537
538;5260;SAINT-MICHEL-DE-CHAILLOL;5;538
539;5330;SAINT-CHAFFREY;5;539
540;5240;LA SALLE;5;540
541;5200;LES ORRES;5;541
542;5240;LA SALLE;5;542
543;6000;NICE;6;543
544;6000;NICE;6;544
545;6000;NICE;6;545
546;6300;NICE;6;546
547;6000;NICE;6;547
548;6000;NICE;6;548
549;6000;NICE;6;549
550;6000;NICE;6;550
551;6100;NICE;6;551
552;6000;NICE;6;552
553;6300;NICE;6;553
554;6000;NICE;6;554
555;6730;SAINT-ANDRE DE LA ROCHE;6;555
556;6300;NICE;6;556
557;6100;NICE;6;557
558;6300;NICE;6;558
559;6300;NICE;6;559
560;6000;NICE;6;560
561;6000;NICE;6;561
562;6000;NICE;6;562
563;6000;NICE;6;563
564;6300;NICE;6;564
565;6000;NICE;6;565
566;6300;NICE;6;566
567;6300;NICE;6;567
568;6300;NICE;6;568
569;6000;NICE;6;569
570;6300;NICE;6;570
571;6100;NICE;6;571
572;6300;NICE;6;572
573;6000;NICE;6;573
574;6300;NICE;6;574
575;6300;NICE;6;575
576;6300;NICE;6;576
577;6300;NICE;6;577
578;6300;NICE;6;578
579;6000;NICE;6;579
580;6000;NICE;6;580
581;6100;NICE;6;581
582;6300;NICE;6;582
583;6340;LA TRINITE;6;583
584;6000;NICE;6;584
585;6000;NICE;6;585
586;6000;NICE;6;586
587;6300;NICE;6;587
588;6000;NICE;6;588
589;6300;NICE;6;589
590;6100;NICE;6;590
591;6000;NICE;6;591
592;6300;NICE;6;592
593;6000;NICE;6;593
594;6000;NICE;6;594
595;6340;LA TRINITE;6;595
596;6000;NICE;6;596
597;6000;NICE;6;597
598;6000;NICE;6;598
599;6000;NICE;6;599
600;6000;NICE;6;600
601;6340;LA TRINITE;6;601
602;6340;LA TRINITE;6;602
603;6300;NICE;6;603
604;6300;NICE;6;604
605;6300;NICE;6;605
606;6300;NICE;6;606
607;6000;NICE;6;607
608;6000;NICE;6;608
609;6000;NICE;6;609
610;6300;NICE;6;610
611;6000;NICE;6;611
612;6300;NICE;6;612
613;6300;NICE;6;613
614;6300;NICE;6;614
615;6100;NICE;6;615
616;6000;NICE;6;616
617;6000;NICE;6;617
618;6300;NICE;6;618
619;6100;NICE;6;619
620;6300;NICE;6;620
621;6340;LA TRINITE;6;621
622;6000;NICE;6;622
623;6300;NICE;6;623
624;6100;NICE;6;624
625;6100;NICE;6;625
626;6000;NICE;6;626
627;6300;NICE;6;627
628;6300;NICE;6;628
629;6730;SAINT-ANDRE DE LA ROCHE;6;629
630;6000;NICE;6;630
631;6000;NICE;6;631
632;6340;LA TRINITE;6;632
633;6340;LA TRINITE;6;633
634;6300;NICE;6;634
635;6000;NICE;6;635
636;6000;NICE;6;636
637;6000;NICE;6;637
638;6100;NICE;6;638
639;6000;NICE;6;639
640;6100;NICE;6;640
641;6000;NICE;6;641
642;6300;NICE;6;642
643;6000;NICE;6;643
644;6000;NICE;6;644
645;6100;NICE;6;645
646;6100;NICE;6;646
647;6000;NICE;6;647
648;6300;NICE;6;648
649;6300;NICE;6;649
650;6300;NICE;6;650
651;6100;NICE;6;651
652;6000;NICE;6;652
653;6300;NICE;6;653
654;6000;NICE;6;654
655;6300;NICE;6;655
656;6000;NICE;6;656
657;6000;NICE;6;657
658;6000;NICE;6;658
659;6300;NICE;6;659
660;6340;LA TRINITE;6;660
661;6300;NICE;6;661
662;6300;NICE;6;662
663;6000;NICE;6;663
664;6000;NICE;6;664
665;6300;NICE;6;665
666;6000;NICE;6;666
667;6000;NICE;6;667
668;6000;NICE;6;668
669;6300;NICE;6;669
670;6300;NICE;6;670
671;6950;FALICON;6;671
672;6300;NICE;6;672
673;6000;NICE;6;673
674;6300;NICE;6;674
675;6300;NICE;6;675
676;6300;NICE;6;676
677;6300;NICE;6;677
678;6000;NICE;6;678
679;6100;NICE;6;679
680;6300;NICE;6;680
681;6300;NICE;6;681
682;6000;NICE;6;682
683;6000;NICE;6;683
684;6300;NICE;6;684
685;6300;NICE;6;685
686;6300;NICE;6;686
687;6100;NICE;6;687
688;6000;NICE;6;688
689;6340;LA TRINITE;6;689
690;6300;NICE;6;690
691;6000;NICE;6;691
692;6300;NICE;6;692
693;6000;NICE;6;693
694;6300;NICE;6;694
695;6000;NICE;6;695
696;6300;NICE;6;696
697;6000;NICE;6;697
698;6000;NICE;6;698
699;6000;NICE;6;699
700;6000;NICE;6;700
701;6730;SAINT-ANDRE DE LA ROCHE;6;701
702;6300;NICE;6;702
703;6340;LA TRINITE;6;703
704;6100;NICE;6;704
705;6000;NICE;6;705
706;6300;NICE;6;706
707;6000;NICE;6;707
708;6000;NICE;6;708
709;6300;NICE;6;709
710;6000;NICE;6;710
711;6300;NICE;6;711
712;6000;NICE;6;712
713;6300;NICE;6;713
714;6300;NICE;6;714
715;6000;NICE;6;715
716;6000;NICE;6;716
717;6300;NICE;6;717
718;6000;NICE;6;718
719;6300;NICE;6;719
720;6300;NICE;6;720
721;6000;NICE;6;721
722;6300;NICE;6;722
723;6300;NICE;6;723
724;6950;FALICON;6;724
725;6000;NICE;6;725
726;6000;NICE;6;726
727;6000;NICE;6;727
728;6100;NICE;6;728
729;6000;NICE;6;729
730;6340;LA TRINITE;6;730
731;6300;NICE;6;731
732;6300;NICE;6;732
733;6000;NICE;6;733
734;6000;NICE;6;734
735;6300;NICE;6;735
736;6000;NICE;6;736
737;6100;NICE;6;737
738;6300;NICE;6;738
739;6000;NICE;6;739
740;6340;LA TRINITE;6;740
741;6300;NICE;6;741
742;6000;NICE;6;742
743;6000;NICE;6;743
744;6000;NICE;6;744
745;6300;NICE;6;745
746;6300;NICE;6;746
747;6000;NICE;6;747
748;6300;NICE;6;748
749;6000;NICE;6;749
750;6300;NICE;6;750
751;6000;NICE;6;751
752;6100;NICE;6;752
753;6000;NICE;6;753
754;6000;NICE;6;754
755;6100;NICE;6;755
756;6000;NICE;6;756
757;6000;NICE;6;757
758;6100;NICE;6;758
759;6100;NICE;6;759
760;6100;NICE;6;760
761;6100;NICE;6;761
762;6340;LA TRINITE;6;762
763;6000;NICE;6;763
764;6000;NICE;6;764
765;6000;NICE;6;765
766;6300;NICE;6;766
767;6300;NICE;6;767
768;6340;LA TRINITE;6;768
769;6100;NICE;6;769
770;6000;NICE;6;770
771;6200;NICE;6;771
772;6100;NICE;6;772
773;6200;NICE;6;773
774;6100;NICE;6;774
775;6200;NICE;6;775
776;6100;NICE;6;776
777;6200;NICE;6;777
778;6000;NICE;6;778
779;6200;NICE;6;779
780;6000;NICE;6;780
781;6000;NICE;6;781
782;6200;NICE;6;782
783;6200;NICE;6;783
784;6000;NICE;6;784
785;6100;NICE;6;785
786;6000;NICE;6;786
787;6200;NICE;6;787
788;6200;NICE;6;788
789;6000;NICE;6;789
790;6200;NICE;6;790
791;6100;NICE;6;791
792;6200;NICE;6;792
793;6200;NICE;6;793
794;6000;NICE;6;794
795;6200;NICE;6;795
796;6200;NICE;6;796
797;6000;NICE;6;797
798;6100;NICE;6;798
799;6200;NICE;6;799
800;6000;NICE;6;800
801;6100;NICE;6;801
802;6000;NICE;6;802
803;6000;NICE;6;803
804;6200;NICE;6;804
805;6000;NICE;6;805
806;6000;NICE;6;806
807;6200;NICE;6;807
808;6200;NICE;6;808
809;6200;NICE;6;809
810;6200;NICE;6;810
811;6200;NICE;6;811
812;6000;NICE;6;812
813;6000;NICE;6;813
814;6000;NICE;6;814
815;6000;NICE;6;815
816;6100;NICE;6;816
817;6100;NICE;6;817
818;6200;NICE;6;818
819;6200;NICE;6;819
820;6200;NICE;6;820
821;6000;NICE;6;821
822;6000;NICE;6;822
823;6200;NICE;6;823
824;6000;NICE;6;824
825;6000;NICE;6;825
826;6000;NICE;6;826
827;6000;NICE;6;827
828;6200;NICE;6;828
829;6200;NICE;6;829
830;6000;NICE;6;830
831;6200;NICE;6;831
832;6000;NICE;6;832
833;6200;NICE;6;833
834;6200;NICE;6;834
835;6200;NICE;6;835
836;6200;NICE;6;836
837;6000;NICE;6;837
838;6200;NICE;6;838
839;6100;NICE;6;839
