ID_vente;Date mutation;Valeur fonciere;ID_bien
5935;2020-01-23;153000;5935
5936;2020-02-13;205000;5936
5937;2020-02-14;102920;5937
5938;2020-02-19;61000;5938
5939;2020-02-12;110000;5939
5940;2020-02-20;139000;5940
5941;2020-02-25;142000;5941
5942;2020-02-27;166000;5942
5943;2020-04-30;112000;5943
5944;2020-04-30;75000;5944
5945;2020-04-16;275000;5945
5946;2020-04-20;90000;5946
5947;2020-05-18;260000;5947
5948;2020-05-12;105500;5948
5949;2020-05-13;170280;5949
5950;2020-05-12;200000;5950
5951;2020-05-22;110000;5951
5952;2020-05-20;115800;5952
5953;2020-05-06;174500;5953
5954;2020-05-29;161500;5954
5955;2020-06-02;124000;5955
5956;2020-05-29;143500;5956
5957;2020-05-19;156650;5957
5958;2020-05-18;51000;5958
5959;2020-05-29;55000;5959
5960;2020-06-19;117000;5960
5961;2020-06-05;75229;5961
5962;2020-06-03;175000;5962
5963;2020-06-19;91000;5963
5964;2020-06-26;168000;5964
5965;2020-06-16;38000;5965
5966;2020-06-30;83120;5966
5967;2020-06-23;179000;5967
5968;2020-06-24;132650;5968
5969;2020-06-10;70000;5969
5970;2020-06-23;124000;5970
5971;2020-06-29;85000;5971
5972;2020-06-02;137900;5972
5973;2020-01-07;166450;5973
5974;2020-01-25;129119;5974
5975;2020-01-07;165000;5975
5976;2020-01-24;237500;5976
5977;2020-01-11;80000;5977
5978;2020-01-22;129700;5978
5979;2020-01-20;55000;5979
5980;2020-01-29;246500;5980
5981;2020-01-30;60000;5981
5982;2020-01-30;172900;5982
5983;2020-01-31;128000;5983
5984;2020-01-31;433000;5984
5985;2020-02-27;64000;5985
5986;2020-02-27;157000;5986
5987;2020-02-21;245250;5987
5988;2020-02-05;55000;5988
5989;2020-02-24;268060;5989
5990;2020-04-28;128500;5990
5991;2020-05-27;157410;5991
5992;2020-05-28;130000;5992
5993;2020-05-28;270000;5993
5994;2020-05-04;311450;5994
5995;2020-05-18;211000;5995
5996;2020-05-27;195355;5996
5997;2020-05-18;111900;5997
5998;2020-05-27;274000;5998
5999;2020-05-15;188000;5999
6000;2020-05-20;119800;6000
6001;2020-06-05;60000;6001
6002;2020-06-16;189000;6002
6003;2020-06-15;122000;6003
6004;2020-05-25;155150;6004
6005;2020-05-29;58500;6005
6006;2020-06-13;114400;6006
6007;2020-06-23;110365;6007
6008;2020-06-26;228300;6008
6009;2020-06-12;245000;6009
6010;2020-06-29;240000;6010
6011;2020-06-26;131500;6011
6012;2020-01-06;72000;6012
6013;2020-01-03;67000;6013
6014;2020-02-27;87000;6014
6015;2020-05-15;28600;6015
6016;2020-05-14;72000;6016
6017;2020-05-19;106900;6017
6018;2020-05-20;111700;6018
6019;2020-05-20;101550;6019
6020;2020-06-05;91000;6020
6021;2020-05-30;24000;6021
6022;2020-06-09;40000;6022
6023;2020-05-27;59500;6023
6024;2020-06-04;32000;6024
6025;2020-01-10;254500;6025
6026;2020-01-10;243000;6026
6027;2020-01-10;53000;6027
6028;2020-01-17;106000;6028
6029;2020-01-09;206400;6029
6030;2020-01-09;259600;6030
6031;2020-01-15;303600;6031
6032;2020-01-02;156000;6032
6033;2020-01-20;499993;6033
6034;2020-01-08;133200;6034
6035;2020-01-16;133600;6035
6036;2020-01-03;296651;6036
6037;2020-01-20;150500;6037
6038;2020-01-22;577000;6038
6039;2020-01-17;117000;6039
6040;2020-01-18;78000;6040
6041;2020-01-14;191000;6041
6042;2020-01-20;132850;6042
6043;2020-01-08;149400;6043
6044;2020-01-24;451000;6044
6045;2020-01-09;196000;6045
6046;2020-01-21;130000;6046
6047;2020-01-23;201800;6047
6048;2020-01-23;139000;6048
6049;2020-01-31;407650;6049
6050;2020-01-21;676685;6050
6051;2020-01-31;213500;6051
6052;2020-02-03;136000;6052
6053;2020-01-22;285280;6053
6054;2020-01-23;98550;6054
6055;2020-01-22;200500;6055
6056;2020-01-15;233500;6056
6057;2020-01-24;172867;6057
6058;2020-01-31;242150;6058
6059;2020-01-31;143000;6059
6060;2020-01-30;307650;6060
6061;2020-02-05;105540;6061
6062;2020-01-28;320000;6062
6063;2020-01-30;393800;6063
6064;2020-01-22;65000;6064
6065;2020-01-24;117000;6065
6066;2020-01-31;278650;6066
6067;2020-01-23;320575;6067
6068;2020-02-06;159200;6068
6069;2020-01-24;82664;6069
6070;2020-02-11;149500;6070
6071;2020-01-20;145800;6071
6072;2020-01-30;205600;6072
6073;2020-02-03;262100;6073
6074;2020-02-11;206600;6074
6075;2020-01-31;334830;6075
6076;2020-01-30;480000;6076
6077;2020-01-30;193000;6077
6078;2020-02-03;184000;6078
6079;2020-02-03;129000;6079
6080;2020-02-05;233400;6080
6081;2020-01-22;379889;6081
6082;2020-01-27;179000;6082
6083;2020-02-10;286000;6083
6084;2020-02-14;275000;6084
6085;2020-02-14;292050;6085
6086;2020-02-07;137620;6086
6087;2020-01-30;239100;6087
6088;2020-02-17;207760;6088
6089;2020-01-29;228000;6089
6090;2020-02-12;264000;6090
6091;2020-02-14;170000;6091
6092;2020-01-30;210000;6092
6093;2020-01-31;166600;6093
6094;2020-02-11;223100;6094
6095;2020-02-14;321200;6095
6096;2020-02-14;303200;6096
6097;2020-02-17;159965;6097
6098;2020-02-19;467850;6098
6099;2020-01-31;141600;6099
6100;2020-02-04;905000;6100
6101;2020-02-04;144000;6101
6102;2020-02-25;280730;6102
6103;2020-02-17;303270;6103
6104;2020-02-14;195500;6104
6105;2020-02-21;97613;6105
6106;2020-02-21;533550;6106
6107;2020-02-26;156700;6107
6108;2020-02-21;237000;6108
6109;2020-02-19;386240;6109
6110;2020-02-14;290000;6110
6111;2020-01-31;141020;6111
6112;2020-02-20;316150;6112
6113;2020-02-27;363280;6113
6114;2020-02-19;295075;6114
6115;2020-02-21;162250;6115
6116;2020-02-21;132264;6116
6117;2020-02-07;150000;6117
6118;2020-03-04;101000;6118
6119;2020-02-25;157150;6119
6120;2020-02-28;154800;6120
6121;2020-02-20;220000;6121
6122;2020-02-14;215600;6122
6123;2020-02-28;787000;6123
6124;2020-02-24;145700;6124
6125;2020-03-02;72000;6125
6126;2020-03-11;118360;6126
6127;2020-03-11;103000;6127
6128;2020-03-12;166500;6128
6129;2020-03-11;358200;6129
6130;2020-02-25;178220;6130
6131;2020-02-27;241860;6131
6132;2020-03-16;153000;6132
6133;2020-02-27;155000;6133
6134;2020-03-09;217900;6134
6135;2020-03-18;127125;6135
6136;2020-03-10;91500;6136
6137;2020-03-06;174900;6137
6138;2020-02-28;229500;6138
6139;2020-03-16;147000;6139
6140;2020-03-06;115180;6140
6141;2020-03-12;188591.3;6141
6142;2020-03-16;188400;6142
6143;2020-03-30;247500;6143
6144;2020-04-17;178000;6144
6145;2020-04-30;262890;6145
6146;2020-05-01;165000;6146
6147;2020-04-09;102000;6147
6148;2020-04-23;168000;6148
6149;2020-04-30;135000;6149
6150;2020-05-07;170000;6150
6151;2020-04-27;230500;6151
6152;2020-05-14;162330;6152
6153;2020-04-24;228394;6153
6154;2020-04-24;232000;6154
6155;2020-05-19;102564;6155
6156;2020-05-07;387500;6156
6157;2020-04-30;54560;6157
6158;2020-04-30;191500;6158
6159;2020-04-23;81000;6159
6160;2020-05-14;142000;6160
6161;2020-05-20;228673;6161
6162;2020-05-22;371300;6162
6163;2020-05-20;241000;6163
6164;2020-05-20;110600;6164
6165;2020-05-12;77000;6165
6166;2020-05-14;178500;6166
6167;2020-03-18;52700;6167
6168;2020-05-14;162300;6168
6169;2020-05-27;70000;6169
6170;2020-05-29;272300;6170
6171;2020-05-28;255000;6171
6172;2020-06-03;168000;6172
6173;2020-05-12;293000;6173
6174;2020-05-18;132000;6174
6175;2020-05-19;180000;6175
6176;2020-05-18;463700;6176
6177;2020-05-19;174000;6177
6178;2020-05-25;152030;6178
6179;2020-05-15;182000;6179
6180;2020-05-15;257053;6180
6181;2020-05-29;419000;6181
6182;2020-05-29;307500;6182
6183;2020-05-25;140000;6183
6184;2020-06-03;289808;6184
6185;2020-05-25;615000;6185
6186;2020-05-25;1176150;6186
6187;2020-05-15;228200;6187
6188;2020-05-20;125500;6188
6189;2020-05-26;128500;6189
6190;2020-05-26;493441.25;6190
6191;2020-05-25;350950;6191
6192;2020-05-25;378000;6192
6193;2020-05-18;225800;6193
6194;2020-06-05;162500;6194
6195;2020-06-11;124000;6195
6196;2020-05-25;344400;6196
6197;2020-05-29;261000;6197
6198;2020-06-15;242600;6198
6199;2020-06-12;174200;6199
6200;2020-06-05;70800;6200
6201;2020-05-28;224900;6201
6202;2020-05-27;270000;6202
6203;2020-05-28;195000;6203
6204;2020-06-09;90480;6204
6205;2020-06-05;83600;6205
6206;2020-05-29;247000;6206
6207;2020-06-12;160050;6207
6208;2020-04-30;162000;6208
6209;2020-05-27;307000;6209
6210;2020-05-25;125000;6210
6211;2020-06-10;255000;6211
6212;2020-06-05;87303;6212
6213;2020-05-26;334400;6213
6214;2020-06-02;235336;6214
6215;2020-06-02;172000;6215
6216;2020-06-18;129000;6216
6217;2020-06-03;135055;6217
6218;2020-05-28;138000;6218
6219;2020-05-26;225000;6219
6220;2020-06-10;458000;6220
6221;2020-06-22;143450;6221
6222;2020-06-11;396000;6222
6223;2020-05-27;314400;6223
6224;2020-06-04;166150;6224
6225;2020-06-05;128000;6225
6226;2020-06-24;440640;6226
6227;2020-06-18;314000;6227
6228;2020-06-12;84000;6228
6229;2020-06-15;130000;6229
6230;2020-06-24;126000;6230
6231;2020-06-26;175750;6231
6232;2020-06-03;350000;6232
6233;2020-06-05;147048;6233
6234;2020-06-16;157500;6234
6235;2020-06-18;189000;6235
6236;2020-06-12;135000;6236
6237;2020-06-15;249900;6237
6238;2020-06-11;926500;6238
6239;2020-06-25;179500;6239
6240;2020-06-23;226400;6240
6241;2020-06-18;109700;6241
6242;2020-06-17;260000;6242
6243;2020-06-15;721000;6243
6244;2020-06-24;354000;6244
6245;2020-03-02;227811;6245
6246;2020-06-23;221500;6246
6247;2020-06-29;398500;6247
6248;2020-06-26;368540;6248
6249;2020-06-25;285200;6249
6250;2020-06-12;71000;6250
6251;2020-06-30;115000;6251
6252;2020-06-18;145000;6252
6253;2020-06-22;345657;6253
6254;2020-06-22;285308;6254
6255;2020-06-24;80000;6255
6256;2020-06-30;221800;6256
6257;2020-06-30;239450;6257
6258;2020-06-23;180000;6258
6259;2020-06-24;92000;6259
6260;2020-06-19;161809;6260
6261;2020-06-17;187000;6261
6262;2020-01-06;150900;6262
6263;2020-01-02;86025;6263
6264;2020-01-10;156000;6264
6265;2020-01-07;233000;6265
6266;2020-01-10;326050;6266
6267;2020-01-15;208750;6267
6268;2020-01-14;174900;6268
6269;2020-01-16;145650;6269
6270;2020-01-13;288500;6270
6271;2020-01-07;60000;6271
6272;2020-01-02;79000;6272
6273;2020-01-09;351000;6273
6274;2020-01-08;147800;6274
6275;2020-01-17;356922;6275
6276;2020-01-17;188000;6276
6277;2020-01-06;106000;6277
6278;2020-01-03;278300;6278
6279;2020-01-09;70500;6279
6280;2020-01-13;217500;6280
6281;2020-01-10;165300;6281
6282;2020-01-10;318850;6282
6283;2020-01-23;199000;6283
6284;2020-01-15;170000;6284
6285;2020-01-17;374000;6285
6286;2020-01-23;87000;6286
6287;2020-01-13;169000;6287
6288;2020-01-03;159500;6288
6289;2020-01-15;550000;6289
6290;2020-01-13;270500;6290
6291;2020-01-23;175210;6291
6292;2020-01-24;130000;6292
6293;2020-01-17;133000;6293
6294;2020-01-22;96300;6294
6295;2020-01-10;113000;6295
6296;2020-01-06;65000;6296
6297;2020-01-14;123448;6297
6298;2020-01-24;213000;6298
6299;2020-01-14;186600;6299
6300;2020-01-16;176000;6300
6301;2020-01-09;207600;6301
6302;2020-01-10;109720;6302
6303;2020-01-20;90000;6303
6304;2020-01-27;116000;6304
6305;2020-01-06;149500;6305
6306;2020-01-31;114500;6306
6307;2020-01-10;238350;6307
6308;2020-01-17;219000;6308
6309;2020-01-10;237500;6309
6310;2020-01-13;189000;6310
6311;2020-01-30;175500;6311
6312;2020-01-20;205710;6312
6313;2020-01-15;219200;6313
6314;2020-01-07;123000;6314
6315;2020-01-31;158500;6315
6316;2020-01-29;279800;6316
6317;2020-01-28;106300;6317
6318;2020-01-24;188550;6318
6319;2020-01-30;216565;6319
6320;2020-01-22;231750;6320
6321;2020-01-09;328000;6321
6322;2020-01-29;171000;6322
6323;2020-01-30;147620;6323
6324;2020-02-07;134750;6324
6325;2020-01-23;123500;6325
6326;2020-01-29;222500;6326
6327;2020-01-31;131500;6327
6328;2020-01-24;96030;6328
6329;2020-01-27;159800;6329
6330;2020-01-15;116800;6330
6331;2020-01-07;204620;6331
6332;2020-01-27;177500;6332
6333;2020-01-24;245000;6333
6334;2020-02-06;138000;6334
6335;2020-01-24;189090;6335
6336;2020-01-22;168000;6336
6337;2020-01-31;119000;6337
6338;2020-01-29;230850;6338
6339;2020-02-06;102500;6339
6340;2020-01-31;343700;6340
6341;2020-01-23;184120;6341
6342;2020-01-17;371000;6342
6343;2020-01-17;200780;6343
6344;2020-02-03;138750;6344
6345;2020-01-20;199000;6345
6346;2020-01-30;67500;6346
6347;2020-01-27;220000;6347
6348;2020-01-31;561500;6348
6349;2020-02-13;322500;6349
6350;2020-01-28;115500;6350
6351;2020-02-07;124000;6351
6352;2020-02-07;169000;6352
6353;2020-01-20;116000;6353
6354;2020-01-21;93275;6354
6355;2020-01-31;70000;6355
6356;2020-01-20;187500;6356
6357;2020-01-24;178977;6357
6358;2020-01-31;165330;6358
6359;2020-02-03;110514;6359
6360;2020-02-04;160500;6360
6361;2020-01-23;169000;6361
6362;2020-01-31;192018;6362
6363;2020-02-03;150865;6363
6364;2020-02-13;150000;6364
6365;2020-01-24;153000;6365
6366;2020-01-22;128000;6366
6367;2020-02-05;149000;6367
6368;2020-01-31;167000;6368
6369;2020-02-07;211950;6369
6370;2020-02-03;179400;6370
6371;2020-02-13;80000;6371
6372;2020-01-23;313000;6372
6373;2020-02-03;206500;6373
6374;2020-02-04;466400;6374
6375;2020-02-07;282746;6375
6376;2020-02-13;119350;6376
6377;2020-02-07;287000;6377
6378;2020-01-24;98400;6378
6379;2020-01-28;191500;6379
6380;2020-01-27;102382;6380
6381;2020-02-20;175965;6381
6382;2020-02-17;237000;6382
6383;2020-02-10;133000;6383
6384;2020-01-27;82500;6384
6385;2020-01-27;243000;6385
6386;2020-01-29;295546;6386
6387;2020-01-31;235500;6387
6388;2020-01-31;118291;6388
6389;2020-02-12;85000;6389
6390;2020-01-21;176900;6390
6391;2020-02-04;158800;6391
6392;2020-02-12;198648;6392
6393;2020-02-18;274900;6393
6394;2020-02-13;318500;6394
6395;2020-02-18;149800;6395
6396;2020-02-10;117500;6396
6397;2020-02-10;413000;6397
6398;2020-02-17;160000;6398
6399;2020-02-07;123750;6399
6400;2020-02-17;243500;6400
6401;2020-02-11;195000;6401
6402;2020-01-30;535150;6402
6403;2020-02-17;215380;6403
6404;2020-02-21;192685;6404
6405;2020-02-20;148900;6405
6406;2020-02-19;40000;6406
6407;2020-02-27;158000;6407
6408;2020-02-20;196000;6408
6409;2020-02-24;285000;6409
6410;2020-02-26;184800;6410
6411;2020-02-13;155900;6411
6412;2020-01-31;347500;6412
6413;2020-02-18;180800;6413
6414;2020-02-18;263500;6414
6415;2020-02-21;93000;6415
6416;2020-02-21;181000;6416
6417;2020-02-19;92650;6417
6418;2020-02-13;297000;6418
6419;2020-02-25;253000;6419
6420;2020-02-19;187550;6420
6421;2020-02-11;204300;6421
6422;2020-02-24;89000;6422
6423;2020-02-24;385000;6423
6424;2020-02-07;138220;6424
6425;2020-02-21;130750;6425
6426;2020-02-28;178500;6426
6427;2020-02-20;132500;6427
6428;2020-02-17;340000;6428
6429;2020-02-03;246000;6429
6430;2020-02-14;102276;6430
6431;2020-02-17;106236;6431
6432;2020-02-25;195500;6432
6433;2020-02-27;149500;6433
6434;2020-02-14;105284;6434
6435;2020-02-14;124300;6435
6436;2020-02-17;128000;6436
6437;2020-02-28;174700;6437
6438;2020-02-14;273750;6438
6439;2020-02-17;143000;6439
6440;2020-02-28;118000;6440
6441;2020-02-28;222850;6441
6442;2020-03-03;72137;6442
6443;2020-02-20;388500;6443
6444;2020-02-27;406850;6444
6445;2020-02-20;123008.33;6445
6446;2020-02-24;238600;6446
6447;2020-02-26;387900;6447
6448;2020-02-20;244500;6448
6449;2020-03-06;357800;6449
6450;2020-02-28;102600;6450
6451;2020-02-13;202048;6451
6452;2020-02-21;145800;6452
6453;2020-02-19;345900;6453
6454;2020-02-28;159000;6454
6455;2020-03-09;245700;6455
6456;2020-02-28;454000;6456
6457;2020-02-28;322247;6457
6458;2020-02-19;313981.5;6458
6459;2020-02-19;292250;6459
6460;2020-02-20;356980;6460
6461;2020-02-26;477000;6461
6462;2020-02-10;301640;6462
6463;2020-03-04;407000;6463
6464;2020-02-14;199650;6464
6465;2020-02-18;67735;6465
6466;2020-02-17;155000;6466
6467;2020-02-25;232900;6467
6468;2020-02-28;186300;6468
6469;2020-02-24;199500;6469
6470;2020-03-05;463100;6470
6471;2020-03-09;246500;6471
6472;2020-03-10;112000;6472
6473;2020-02-21;100900;6473
6474;2020-02-26;288400;6474
6475;2020-02-28;167200;6475
6476;2020-03-11;136500;6476
6477;2020-03-13;149430;6477
6478;2020-03-06;192065;6478
6479;2020-03-05;270000;6479
6480;2020-03-04;615500;6480
6481;2020-02-28;153500;6481
6482;2020-03-09;500240;6482
6483;2020-03-13;73000;6483
6484;2020-03-05;193500;6484
6485;2020-03-16;177500;6485
6486;2020-03-06;164700;6486
6487;2020-02-20;107900;6487
6488;2020-02-21;369440;6488
6489;2020-03-11;243000;6489
6490;2020-02-26;194000;6490
6491;2020-03-16;169600;6491
6492;2020-03-09;413350;6492
6493;2020-03-11;197800;6493
6494;2020-03-16;88000;6494
6495;2020-03-04;132900;6495
6496;2020-03-17;138787.58;6496
6497;2020-03-17;200961;6497
6498;2020-03-12;349900;6498
6499;2020-02-28;165000;6499
6500;2020-03-04;144000;6500
6501;2020-02-28;498000;6501
6502;2020-03-10;390600;6502
6503;2020-03-10;257795;6503
6504;2020-03-13;147000;6504
6505;2020-02-27;116280;6505
6506;2020-03-06;108800;6506
6507;2020-03-20;283412;6507
6508;2020-03-13;104950;6508
6509;2020-03-13;168000;6509
6510;2020-03-16;245000;6510
6511;2020-03-06;241700;6511
6512;2020-03-20;131618;6512
6513;2020-03-11;168900;6513
6514;2020-03-18;202000;6514
6515;2020-03-09;120692;6515
6516;2020-02-25;200000;6516
6517;2020-03-16;145370;6517
6518;2020-03-10;74000;6518
6519;2020-03-04;215000;6519
6520;2020-03-17;107000;6520
6521;2020-03-11;294000;6521
6522;2020-03-30;105000;6522
6523;2020-03-06;161250;6523
6524;2020-03-11;192780;6524
6525;2020-03-11;82000;6525
6526;2020-03-11;84000;6526
6527;2020-03-13;118808;6527
6528;2020-03-16;299600;6528
6529;2020-03-13;345000;6529
6530;2020-03-11;108881.12;6530
6531;2020-03-18;168000;6531
6532;2020-03-20;197550;6532
6533;2020-03-31;651650;6533
6534;2020-04-10;120420;6534
6535;2020-03-31;520000;6535
6536;2020-04-03;48000;6536
6537;2020-03-30;114220;6537
6538;2020-03-31;119784;6538
6539;2020-04-17;111500;6539
6540;2020-04-10;130300;6540
6541;2020-04-23;305000;6541
6542;2020-04-22;164000;6542
6543;2020-04-22;165000;6543
6544;2020-04-29;147000;6544
6545;2020-04-21;197900;6545
6546;2020-04-24;273125;6546
6547;2020-04-24;155150;6547
6548;2020-05-05;238600;6548
6549;2020-04-30;276900;6549
6550;2020-04-30;219000;6550
6551;2020-04-23;302500;6551
6552;2020-04-20;162360;6552
6553;2020-04-23;217000;6553
6554;2020-05-07;342500;6554
6555;2020-04-21;132000;6555
6556;2020-04-24;329000;6556
6557;2020-04-17;290000;6557
6558;2020-04-17;111000;6558
6559;2020-04-24;80000;6559
6560;2020-05-14;550500;6560
6561;2020-05-12;138342;6561
6562;2020-04-28;295810;6562
6563;2020-05-11;355000;6563
6564;2020-05-15;104000;6564
6565;2020-05-18;463970;6565
6566;2020-05-14;123300;6566
6567;2020-05-11;304000;6567
6568;2020-05-15;189700;6568
6569;2020-04-23;135000;6569
6570;2020-04-30;214830;6570
6571;2020-04-30;176000;6571
6572;2020-05-14;214530;6572
6573;2020-05-19;312800;6573
6574;2020-05-13;190000;6574
6575;2020-05-14;147850;6575
6576;2020-05-14;177200;6576
6577;2020-05-15;125000;6577
6578;2020-05-07;365750;6578
6579;2020-05-19;136022;6579
6580;2020-05-15;253700;6580
6581;2020-05-07;95000;6581
6582;2020-05-11;328571;6582
6583;2020-05-15;147500;6583
6584;2020-05-14;273100;6584
6585;2020-05-13;116416;6585
6586;2020-05-20;207000;6586
6587;2020-05-29;100000;6587
6588;2020-05-12;227127;6588
6589;2020-05-29;155000;6589
6590;2020-05-14;151500;6590
6591;2020-05-18;164000;6591
6592;2020-05-20;320000;6592
6593;2020-05-20;146000;6593
6594;2020-05-07;263700;6594
6595;2020-05-26;132000;6595
6596;2020-05-26;444000;6596
6597;2020-05-22;139900;6597
6598;2020-05-14;182000;6598
6599;2020-05-18;233450;6599
6600;2020-05-13;96500;6600
6601;2020-05-27;157000;6601
6602;2020-05-28;140000;6602
6603;2020-05-28;236000;6603
6604;2020-04-28;64152;6604
6605;2020-04-28;256500;6605
6606;2020-05-29;563000;6606
6607;2020-05-26;474180;6607
6608;2020-05-15;194000;6608
6609;2020-05-19;90800;6609
6610;2020-05-11;135250;6610
6611;2020-05-20;104120;6611
6612;2020-05-20;447000;6612
6613;2020-05-14;183000;6613
6614;2020-05-26;282800;6614
6615;2020-05-22;297000;6615
6616;2020-05-29;212000;6616
6617;2020-05-20;205000;6617
6618;2020-05-25;152500;6618
6619;2020-05-19;315000;6619
6620;2020-05-15;138589;6620
6621;2020-06-02;272000;6621
6622;2020-06-03;162540;6622
6623;2020-05-29;225000;6623
6624;2020-05-15;148925;6624
6625;2020-05-28;91345;6625
6626;2020-05-28;247500;6626
6627;2020-05-15;213000;6627
6628;2020-05-27;132509.2;6628
6629;2020-06-02;270000;6629
6630;2020-05-25;585000;6630
6631;2020-05-27;138000;6631
6632;2020-05-20;216350;6632
6633;2020-05-29;100000;6633
6634;2020-05-20;238300;6634
6635;2020-06-03;143000;6635
6636;2020-06-04;190075;6636
6637;2020-05-29;303585;6637
6638;2020-06-09;327500;6638
6639;2020-06-03;185000;6639
6640;2020-06-04;158100;6640
6641;2020-05-28;181000;6641
6642;2020-06-12;231000;6642
6643;2020-05-18;225200;6643
6644;2020-06-05;279000;6644
6645;2020-06-09;79689;6645
6646;2020-05-28;204604;6646
6647;2020-06-10;117000;6647
6648;2020-05-26;210000;6648
6649;2020-05-19;124876;6649
6650;2020-05-28;253000;6650
6651;2020-06-11;152000;6651
6652;2020-05-28;198075;6652
6653;2020-06-10;145575;6653
6654;2020-06-04;192000;6654
6655;2020-06-05;86903;6655
6656;2020-05-26;283000;6656
6657;2020-05-28;241000;6657
6658;2020-06-12;200250;6658
6659;2020-06-11;173000;6659
6660;2020-05-25;242010;6660
6661;2020-05-22;183880;6661
6662;2020-06-11;205801;6662
6663;2020-05-29;293600;6663
6664;2020-05-27;586625;6664
6665;2020-05-28;107000;6665
6666;2020-06-03;336000;6666
6667;2020-04-29;57500;6667
6668;2020-05-29;195130;6668
6669;2020-06-16;183500;6669
6670;2020-06-02;170200;6670
6671;2020-05-22;96000;6671
6672;2020-06-16;115000;6672
6673;2020-06-02;301040;6673
6674;2020-05-27;151074;6674
6675;2020-06-11;144500;6675
6676;2020-06-03;243750;6676
6677;2020-06-19;147000;6677
6678;2020-05-29;156200;6678
6679;2020-06-04;183000;6679
6680;2020-05-25;117000;6680
6681;2020-06-03;182500;6681
6682;2020-05-27;394000;6682
6683;2020-05-28;389000;6683
6684;2020-06-09;185700;6684
6685;2020-05-25;139000;6685
6686;2020-06-03;180000;6686
6687;2020-06-12;170000;6687
6688;2020-06-15;286000;6688
6689;2020-06-10;229300;6689
6690;2020-06-17;312500;6690
6691;2020-06-01;75000;6691
6692;2020-06-19;254000;6692
6693;2020-06-12;158000;6693
6694;2020-06-23;173000;6694
6695;2020-06-10;148000;6695
6696;2020-06-10;250000;6696
6697;2020-06-22;257000;6697
6698;2020-06-19;105000;6698
6699;2020-06-19;181000;6699
6700;2020-06-19;316950;6700
6701;2020-06-18;140000;6701
6702;2020-06-24;164000;6702
6703;2020-06-15;249513;6703
6704;2020-06-09;167000;6704
6705;2020-06-23;235000;6705
6706;2020-06-18;205400;6706
6707;2020-06-15;270700;6707
6708;2020-06-18;285000;6708
6709;2020-06-25;334700;6709
6710;2020-06-17;91660;6710
6711;2020-06-23;100887;6711
6712;2020-06-23;317275;6712
6713;2020-06-12;572500;6713
6714;2020-06-24;216000;6714
6715;2020-06-26;119000;6715
6716;2020-06-24;357730;6716
6717;2020-06-02;155000;6717
6718;2020-06-16;177000;6718
6719;2020-06-19;281750;6719
6720;2020-06-12;76000;6720
6721;2020-06-08;135000;6721
6722;2020-06-25;233000;6722
6723;2020-06-26;127760;6723
6724;2020-06-29;333000;6724
6725;2020-06-24;106000;6725
6726;2020-06-24;297000;6726
6727;2020-06-30;257700;6727
6728;2020-06-29;170000;6728
6729;2020-06-12;107500;6729
6730;2020-06-19;180000;6730
6731;2020-06-26;199550;6731
6732;2020-06-19;191000;6732
6733;2020-06-12;118000;6733
6734;2020-06-23;289000;6734
6735;2020-06-09;161000;6735
6736;2020-05-26;263000;6736
6737;2020-06-12;140000;6737
6738;2020-06-24;126000;6738
6739;2020-06-09;243700;6739
6740;2020-06-08;118800;6740
6741;2020-06-25;143000;6741
6742;2020-06-29;200000;6742
6743;2020-06-16;186000;6743
6744;2020-06-19;97000;6744
6745;2020-06-19;195000;6745
6746;2020-06-18;123148;6746
6747;2020-06-19;125500;6747
6748;2020-06-17;209800;6748
6749;2020-06-30;203000;6749
6750;2020-06-12;270000;6750
6751;2020-06-26;213800;6751
6752;2020-06-19;300300;6752
6753;2020-06-15;380000;6753
6754;2020-06-23;179000;6754
6755;2020-06-30;221552;6755
6756;2020-06-29;120700;6756
6757;2020-06-23;363400;6757
6758;2020-06-26;258550;6758
6759;2020-05-12;175000;6759
6760;2020-06-22;247000;6760
6761;2020-05-29;163000;6761
6762;2020-06-29;210000;6762
6763;2020-06-26;218400;6763
6764;2020-06-29;138000;6764
6765;2020-06-29;242462;6765
6766;2020-06-30;370000;6766
6767;2020-06-26;154000;6767
6768;2020-06-30;249000;6768
6769;2020-01-07;118400;6769
6770;2020-01-07;150400;6770
6771;2020-01-08;163400;6771
6772;2020-01-08;243000;6772
6773;2020-01-08;139000;6773
6774;2020-01-10;118200;6774
6775;2020-01-09;306200;6775
6776;2020-01-13;147610;6776
6777;2020-01-13;172000;6777
6778;2020-01-17;71000;6778
6779;2020-01-06;86000;6779
6780;2020-01-03;176000;6780
6781;2020-01-08;257500;6781
6782;2020-01-17;144000;6782
6783;2020-01-10;60089;6783
6784;2020-01-10;212400;6784
6785;2020-01-07;216000;6785
6786;2020-01-21;138317;6786
6787;2020-01-09;348000;6787
6788;2020-01-23;88000;6788
6789;2020-01-08;218000;6789
6790;2020-01-21;780000;6790
6791;2020-01-17;800000;6791
6792;2020-01-27;246472.5;6792
6793;2020-01-27;368500;6793
6794;2020-01-20;134500;6794
6795;2020-01-24;101300;6795
6796;2020-01-28;119000;6796
6797;2020-01-23;254000;6797
6798;2020-01-20;298000;6798
6799;2020-01-14;1390000;6799
6800;2020-01-20;690000;6800
6801;2020-01-22;150800;6801
6802;2020-01-28;85000;6802
6803;2020-01-16;134000;6803
6804;2020-01-23;85000;6804
6805;2020-01-29;699000;6805
6806;2020-01-27;789950;6806
