ID_Emplacement;Adresse;Code_post;Commune;Code_dept
0;CENTRALE 5;1370;SAINT-ETIENNE-DU-BOIS;1
1;DU CHATEAU 20;1170;CHEVRY;1
2;DU MONT BLANC 527;1220;DIVONNE-LES-BAINS;1
3;DE L'ABBE JOLIVET 2;1630;PERON;1
4;BUFFON 110;1200;VALSERHONE;1
5;JEAN FALCONNIER 179;1350;CULOZ;1
6;DE GENEVE 120;1630;ST-GENIS-POUILLY;1
7;DU RECULET 210;1630;ST-GENIS-POUILLY;1
8;JEAN DE GINGINS 465;1220;DIVONNE-LES-BAINS;1
9;DES CAPUCINES 36;1630;ST-GENIS-POUILLY;1
10;DE POUGNY 210;1630;PERON;1
11;DE VERDUN 1490;1100;OYONNAX;1
12;DU COMMERCE 20;1130;ST-GERMAIN-DE-JOUX;1
13;DE PRE BAILLY 650;1170;GEX;1
14;TURENNE 541;1200;VALSERHONE;1
15;DU SQUARE DE LAUSANNE 695;1220;DIVONNE-LES-BAINS;1
16;ALEXANDRE BERARD 40;1500;AMBERIEU-EN-BUGEY;1
17;DES LONGES RAYES 130;1170;CESSY;1
18;GRANDE RUE 45;1150;SAULT-BRENAZ;1
19;DE GEX 160;1210;FERNEY-VOLTAIRE;1
20;LES JARDINS DE CHEVRY 0;1170;CHEVRY;1
21;DES CARPIERES 25;1170;SEGNY;1
22;CHARLES DE GAULLE 55;1150;LAGNIEU;1
23;SUR LA VIGNETTE 33;1130;LE POIZAT-LALLEYRIAT;1
24;DES USINIERS 745;1170;GEX;1
25;DU JURA 135;1630;ST-GENIS-POUILLY;1
26;MARCEL DEMIA 455;1500;AMBERIEU-EN-BUGEY;1
27;DE CHARIGNIN 191;1300;BELLEY;1
28;DE BRETIGNY 37;1210;ORNEX;1
29;DES HETRES 124;1630;ST-GENIS-POUILLY;1
30;DE MEYRIN 170;1210;FERNEY-VOLTAIRE;1
31;DE LA MAIRIE 190;1350;CULOZ;1
32;GRANDE RUE DE BULLIEZ 182;1150;LAGNIEU;1
33;DE LA BIENNE 15;1590;DORTAN;1
34;REINE CLOTILDE 540;1500;AMBERIEU-EN-BUGEY;1
35;STE MARIE 730;1300;BELLEY;1
36;DE BOURG 25;1150;LAGNIEU;1
37;DU BIJOU 20;1210;FERNEY-VOLTAIRE;1
38;DE LA PLANCHE BRULEE 55;1210;FERNEY-VOLTAIRE;1
39;CHANTEPIE 16;1280;PREVESSIN-MOENS;1
40;DE LA ROCHE SAMUEL 53;1110;BRENOD;1
41;DE LA COMMUNE 1871 246;1500;AMBERIEU-EN-BUGEY;1
42;DE LA TOUR 135;1640;SAINT-JEAN-LE-VIEUX;1
43;DE LA PLANCHE BRULEE 55;1210;FERNEY-VOLTAIRE;1
44;DU DOCTEUR GREZEL 270;1130;NANTUA;1
45;DU DOC CHARCOT 70;1500;SAINT-DENIS-EN-BUGEY;1
46;DES TERRASSES 342;1710;THOIRY;1
47;AMPERE 40;1100;OYONNAX;1
48;GERARD DE NERVAL 95;1100;BELLIGNAT;1
49;DES HAUTAINS 130;1630;ST-GENIS-POUILLY;1
50;DU NEUTRINO 77;1280;PREVESSIN-MOENS;1
51;DE MEYRIN 170;1210;FERNEY-VOLTAIRE;1
52;MASONOD 410;1110;PLATEAU D'HAUTEVILLE;1
53;DES VERTES CAMPAGNES 755;1170;GEX;1
54;DE LA PLANCHE BRULEE 55;1210;FERNEY-VOLTAIRE;1
55;DE CHAMP FUSY 45;1630;ST-GENIS-POUILLY;1
56;DES PRUNUS 201;1630;ST-GENIS-POUILLY;1
57;DES MONTS JURA 75;1410;LELEX;1
58;DES SOUPIRS 752;1300;BELLEY;1
59;BLANCHE 12;1170;SEGNY;1
60;DES ABATTOIRS 11;1170;GEX;1
61;DES FRERES CAUDRON 295;1500;AMBERIEU-EN-BUGEY;1
62;DE LA REPUBLIQUE 490;1200;VALSERHONE;1
63;DU SAUGY 123;1210;ORNEX;1
64;CLOS CHAMP VRILLARD 0;1170;CESSY;1
65;DE L EGLISE 240;1170;GEX;1
66;DE L EGLISE 145;1150;LAGNIEU;1
67;SIMON VAN DER MEER 109;1280;PREVESSIN-MOENS;1
68;DE PRE BAILLY 650;1170;GEX;1
69;DE DIVONNE 55;1170;VESANCY;1
70;LAMARTINE 340;1200;VALSERHONE;1
71;DU PETIT CHAMP 275;1710;THOIRY;1
72;DES VERGERS 367;1710;THOIRY;1
73;DES FRENES 54;1580;IZERNORE;1
74;JEAN MONNET 398;1500;AMBERIEU-EN-BUGEY;1
75;DE LA BATISSE 161;1500;AMBERIEU-EN-BUGEY;1
76;DE GENEVE 120;1630;ST-GENIS-POUILLY;1
77;DE VERSOIX 175;1210;FERNEY-VOLTAIRE;1
78;DE BRETIGNY 37;1210;ORNEX;1
79;DE MURY 145;1170;ECHENEVEX;1
80;LA PIECE 82;1170;CHEVRY;1
81;DU NEUTRINO 77;1280;PREVESSIN-MOENS;1
82;DU NEUTRINO 77;1280;PREVESSIN-MOENS;1
83;DES VERGERS 367;1710;THOIRY;1
84;DE CESSY 5;1210;VERSONNEX;1
85;DE SAVOIE 509;1200;VALSERHONE;1
86;DE LAUSANNE 490;1220;DIVONNE-LES-BAINS;1
87;DE LA REPUBLIQUE 550;1500;AMBERIEU-EN-BUGEY;1
88;DE VOUVRAY 560;1200;VALSERHONE;1
89;DE VOUVRAY 560;1200;VALSERHONE;1
90;DES VOIRONS 720;1220;DIVONNE-LES-BAINS;1
91;DE BELLE FERME 41;1170;GEX;1
92;CLAIRES FONTAINES 30;1150;SAINT-VULBAS;1
93;VICTOR HUGO 88;1210;FERNEY-VOLTAIRE;1
94;DE LA REPUBLIQUE 690;1300;BELLEY;1
95;CASTELLION 310;1100;OYONNAX;1
96;DE VESSY 85;1210;FERNEY-VOLTAIRE;1
97;DE BELLE FERME 41;1170;GEX;1
98;DES APOTRES 100;1500;AMBERIEU-EN-BUGEY;1
99;GRAND' RUE 46;1550;COLLONGES;1
100;DE LA PIERRE 165;1170;ECHENEVEX;1
101;DES PRALETS 112;1210;ORNEX;1
102;DE LA ROCHETTE 50;1260;CHAMPAGNE-EN-VALROMEY;1
103;GEORGES CHARPAK 118;1630;ST-GENIS-POUILLY;1
104;DE LA FLAUDIERE 60;1640;JUJURIEUX;1
105;DE VOUVRAY 560;1200;VALSERHONE;1
106;MATAFELON 0;1580;MATAFELON-GRANGES;1
107;GEORGES MARIN 227;1200;VALSERHONE;1
108;DES BATTOIRS 18;1710;THOIRY;1
109;CHARLES DE GAULLE 326;1100;OYONNAX;1
110;ANTOINE JACQUET 32;1200;VALSERHONE;1
111;LE BULOZ 0;1260;HAUT-VALROMEY;1
112;DU DOCTEUR GREZEL 270;1130;NANTUA;1
113;DE PRE DE PLANCHE 88;1280;PREVESSIN-MOENS;1
114;DU MARTINET 155;1170;CESSY;1
115;DU MURET 1040;1100;OYONNAX;1
116;DU CHANE 16;1100;ARBENT;1
117;JOLIOT CURIE 257;1200;VALSERHONE;1
118;DU LAVOIR 70;1150;SAINT-VULBAS;1
119;DES USINIERS 745;1170;GEX;1
120;HONORE DE BALZAC 431;1300;BELLEY;1
121;DES FRERES SERPOLLET 172;1350;CULOZ;1
122;DE LA RABOUDIERE 56;1360;LOYETTES;1
123;DE MEYRIN 170;1210;FERNEY-VOLTAIRE;1
124;HAMEAU DES CHENES 190;1710;THOIRY;1
125;DES ECOLIERS 325;1220;DIVONNE-LES-BAINS;1
126;DE GENEVE 155;1210;FERNEY-VOLTAIRE;1
127;DES PISTES 100;1410;LELEX;1
128;DU PEGAN 171;1210;FERNEY-VOLTAIRE;1
129;DE L HOTEL DE VILLE 68;1640;JUJURIEUX;1
130;COLONEL XAVIER RENDU 805;1200;VALSERHONE;1
131;FRANCIS BLANCHARD 309;1170;GEX;1
132;DES MORAINES 75;1170;CHEVRY;1
133;DU MARTINET 155;1170;CESSY;1
134;BUFFON 110;1200;VALSERHONE;1
135;PARMENTIER 440;1200;VALSERHONE;1
136;JEAN-JACQUES ROUSSEAU 221;1630;ST-GENIS-POUILLY;1
137;DU CONTE DES PERMISSIONS 253;1220;DIVONNE-LES-BAINS;1
138;JOSEPH MARION 305;1200;VALSERHONE;1
139;DES VERTES CAMPAGNES 755;1170;GEX;1
140;PASTEUR 315;1150;LAGNIEU;1
141;DES ECOLES 75;1630;ST-GENIS-POUILLY;1
142;DU VIEUX BOURG 110;1170;SEGNY;1
143;ARISTIDE BRIAND 120;1500;AMBERIEU-EN-BUGEY;1
144;DE L AMITIE 15;1300;BELLEY;1
145;DES HAUTAINS 130;1630;ST-GENIS-POUILLY;1
146;LES MARS 0;1410;MIJOUX;1
147;DES ALPES 10;1210;FERNEY-VOLTAIRE;1
148;DES PRELES 155;1630;SERGY;1
149;DU GEN SARRAIL 320;1500;AMBERIEU-EN-BUGEY;1
150;DE L AVENIR 63;1200;VALSERHONE;1
151;TURENNE 541;1200;VALSERHONE;1
152;GUSTAVE EIFFEL 112;1100;BELLIGNAT;1
153;DU JURA 25;1210;FERNEY-VOLTAIRE;1
154;GEORGES MARIN 227;1200;VALSERHONE;1
155;DE PRE BAILLY 650;1170;GEX;1
156;DU SAUGY 123;1210;ORNEX;1
157;DES BATTOIRS 18;1710;THOIRY;1
158;DE PRE BAILLY 650;1170;GEX;1
159;DES COLLINES 31;1630;SERGY;1
160;DE MEYRIN 170;1210;FERNEY-VOLTAIRE;1
161;PARC JEAN MONNET 169;1630;ST-GENIS-POUILLY;1
162;DU PEUDEX 567;1220;DIVONNE-LES-BAINS;1
163;DU PONT DE GREMAZ 294;1710;THOIRY;1
164;ALBERT CAMUS 14;1200;VALSERHONE;1
165;DES HAUTAINS 130;1630;ST-GENIS-POUILLY;1
166;DES FOURS 375;1300;BELLEY;1
167;DU MARAIS 59;1280;PREVESSIN-MOENS;1
168;DE GENEVE 85;1170;CESSY;1
169;D ARBERE 100;1220;DIVONNE-LES-BAINS;1
170;DE CHAVORNOD 218;1300;BELLEY;1
171;DU JURA 487;1220;DIVONNE-LES-BAINS;1
172;DES LONGES RAYES 130;1170;CESSY;1
173;GRANDE RUE 660;1220;DIVONNE-LES-BAINS;1
174;DES TERREAUX 680;1170;GEX;1
175;DU COTEILLON 105;1150;LAGNIEU;1
176;DE LA REPUBLIQUE 90;1550;FARGES;1
177;DES PRUNUS 201;1630;ST-GENIS-POUILLY;1
178;DE LA PRALAY 100;1170;CROZET;1
179;DES NATIONS 560;1330;VILLARS-LES-DOMBES;1
180;DE LAYE 461;1800;MEXIMIEUX;1
181;DE BELLEVILLE 40;1090;MONTCEAUX;1
182;NEUVE 520;1120;MONTLUEL;1
183;EDOUARD HERRIOT 160;1480;JASSANS-RIOTTIER;1
184;HECTOR BERLIOZ 75;1480;BEAUREGARD;1
185;DE LYON 510;1800;MEXIMIEUX;1
186;DE GENEVE 186;1120;DAGNEUX;1
187;DU BONATIER 30;1390;MIONNAY;1
188;DES CANNES 140;1800;VILLIEU-LOYES-MOLLON;1
189;LUCIEN QUITTELIER 925;2300;CHAUNY;2
190;FERNAND THUILLART 910;2000;LAON;2
191;CONDORCET 535;2000;LAON;2
192;DU REMPART SAINT REMY 2278;2000;LAON;2
193;BONNOT 250;2000;LAON;2
194;MAZIN 301;2800;LA FERE;2
195;PAUL DOUMER 2040;2000;LAON;2
196;DES OEUVRES DE CHINE 1070;2300;CHAUNY;2
197;VINCHON 2860;2000;LAON;2
198;DU CHANGE 400;2000;LAON;2
199;PAUL DOUMER 2040;2000;LAON;2
200;PAUL DOUMER 2040;2000;LAON;2
201;CARLIER HENNECART 350;2000;LAON;2
202;JEAN DE LA FONTAINE 1333;2000;LAON;2
203;JEAN RACINE 1334;2000;LAON;2
204;DU MARCHE 1700;2000;LAON;2
205;DE LA LINOTTE 1590;2000;LAON;2
206;CONDORCET 535;2000;LAON;2
207;DES NEUFLIERS 1930;2000;LAON;2
208;DE L EGLISE 39;2000;URCEL;2
209;BOUZIER 190;2300;CHAUNY;2
210;CONDORCET 535;2000;LAON;2
211;SERURIER 2620;2000;LAON;2
212;DE MONTEVIDEO 130;2410;SAINT GOBAIN;2
213;GAMBETTA 2555;2700;TERGNIER;2
214;DE LA LINOTTE 1590;2000;LAON;2
215;DE LA LINOTTE 1590;2000;LAON;2
216;DE LA LINOTTE 1590;2000;LAON;2
217;ROBERT GODARD 78;2670;FOLEMBRAY;2
218;DE LA CONGREGATION 540;2000;LAON;2
219;AMPERE 45;2000;LAON;2
220;CARNOT 360;2000;LAON;2
221;SERURIER 2620;2000;LAON;2
222;DE LA SELLERIE 5210;2100;SAINT QUENTIN;2
223;D ISLE 2920;2100;SAINT QUENTIN;2
224;DU GOUVERNEMENT 2670;2100;SAINT QUENTIN;2
225;VARLET 5500;2100;SAINT QUENTIN;2
226;FERNAND MARQUIGNY 800;2200;SOISSONS;2
227;DU MOULIN BOTTE 110;2200;COURMELLES;2
228;DES PAVEURS 1660;2200;SOISSONS;2
229;JEANNE D ARC 1130;2200;SOISSONS;2
230;JEAN DELAPLACE 1082;2200;SOISSONS;2
231;DE LA SURCHETTE 2180;2200;SOISSONS;2
232;QUINQUET 1830;2200;SOISSONS;2
233;DU PONT DE LA TOURNELLE 115;2290;VIC SUR AISNE;2
234;DE FONTENOY 50;2290;VIC SUR AISNE;2
235;LA FOSSE SALMON 0;2600;VILLERS-COTTERETS;2
236;SAINT DENIS 6;2600;LARGNY SUR AUTOMNE;2
237;ROGER SALENGRO 615;2600;VILLERS-COTTERETS;2
238;DU CHAMP BOUILLANT 330;2200;SOISSONS;2
239;DE LA RESISTANCE 1910;2200;SOISSONS;2
240;PORTE CROUY 1760;2200;SOISSONS;2
241;DE LA QUINCY 0;2880;NANTEUIL LA FOSSE;2
242;PETITE RUE SAINT VINCENT 270;2370;VAILLY-SUR-AISNE;2
243;DE BAPAUME 70;2600;VILLERS-COTTERETS;2
244;DE LAON 1192;2200;SOISSONS;2
245;DES GRAVIERS 950;2200;SOISSONS;2
246;DU CHAMP BOUILLANT 330;2200;SOISSONS;2
247;NOTRE DAME 1490;2200;SOISSONS;2
248;ALEXANDRE DUMAS 20;2600;VILLERS-COTTERETS;2
249;FERNAND BAZIN 40;2600;COEUVRES ET VALSERY;2
250;DU DOCTEUR MOUFLIER 170;2600;VILLERS-COTTERETS;2
251;EDOUARD BRANLY 760;2200;SOISSONS;2
252;EDOUARD BRANLY 760;2200;SOISSONS;2
253;DE LAON 1192;2200;SOISSONS;2
254;D OULCHY LE CHATEAU 360;2200;BELLEU;2
255;THIERS 2210;2200;SOISSONS;2
256;JEAN MOULIN 1122;2200;SOISSONS;2
257;PORTE CROUY 1760;2200;SOISSONS;2
258;DU DOCTEUR MOUFLIER 170;2600;VILLERS-COTTERETS;2
259;DU GENERAL DE GAULLE 890;2200;SOISSONS;2
260;VICTOR HUGO 710;2600;VILLERS-COTTERETS;2
261;DU GRAND MONTOIR 302;2600;VILLERS-COTTERETS;2
262;DE PANLEU 1540;2200;SOISSONS;2
263;DU GENERAL DE GAULLE 890;2200;SOISSONS;2
264;DE LAON 1192;2200;SOISSONS;2
265;FERNAND BAZIN 40;2600;COEUVRES ET VALSERY;2
266;EDOUARD BRANLY 760;2200;SOISSONS;2
267;EDOUARD BRANLY 760;2200;SOISSONS;2
268;JEANNE D ARC 1130;2200;SOISSONS;2
269;DE LA MARE AUX CANES 814;2400;CHATEAU THIERRY;2
270;DE L HOTEL DE VILLE 640;2400;CHATEAU THIERRY;2
271;GRANDE RUE 590;2400;CHATEAU THIERRY;2
272;RENOIR 0;2400;CHATEAU THIERRY;2
273;PAUL CLAUDEL 160;2130;FERE EN TARDENOIS;2
274;DE LA FRATERNITE 950;3000;MOULINS;3
275;DENAIN 720;3000;MOULINS;3
276;DE LA FRATERNITE 950;3000;MOULINS;3
277;DE LA FRATERNITE 950;3000;MOULINS;3
278;CHARLES PEGUY 459;3000;MOULINS;3
279;PARC MONTFAULT 0;3400;YZEURE;3
280;DU VERT GALANT 2170;3000;MOULINS;3
281;DU PRE DE MOLLES 1320;3400;YZEURE;3
282;DE LYON 990;3400;YZEURE;3
283;JACQUES VINCENT 865;3400;YZEURE;3
284;GASPARD ROUX 1010;3000;MOULINS;3
285;DU DRAPEAU 815;3300;CUSSET;3
286;JEAN JAURES 1710;3200;VICHY;3
287;MONTIGNAC 2160;3200;VICHY;3
288;DU 11 NOVEMBRE 2290;3200;VICHY;3
289;DUCHON 1040;3200;VICHY;3
290;HUBERT COLOMBIER 1600;3200;VICHY;3
291;DE L HORLOGE 720;4200;SISTERON;4
292;DE L ENGIEN 88;4500;RIEZ;4
293;LES MELEZES 0;4400;ENCHASTRAYES;4
294;DU CAMPING 182;4160;CHATEAU-ARNOUX-SAINT-AUBAN;4
295;DES MONGES 1090;4000;DIGNE-LES-BAINS;4
296;STATION DE SAINT JEAN 0;4140;MONTCLAR;4
297;DU DOCTEUR ROBERT 440;4200;SISTERON;4
298;LA CHAPELLE 0;4260;ALLOS;4
299;DES AIRES 9;4120;CASTELLANE;4
300;DE MAZAGRAND 4;4850;JAUSIERS;4
301;LE VILLAGE 0;4340;LE LAUZET UBAYE;4
302;GRANDE 24;4140;SEYNE;4
303;ADRECH DE CHAUVET 0;4260;ALLOS;4
304;FRANCOIS CUZIN 680;4000;DIGNE-LES-BAINS;4
305;DU VALLON DE FARINE 1670;4000;DIGNE-LES-BAINS;4
306;STATION DE SAINT JEAN 0;4140;MONTCLAR;4
307;LE VILLAGE 0;4500;SAINTE CROIX DU VERDON;4
308;PONT DE LABRAU OUEST 0;4260;ALLOS;4
309;LOTISSEMENT DU BERARD 0;4400;FAUCON-DE-BARCELONNETTE;4
310;LES CHENEVRIERS 0;4400;ENCHASTRAYES;4
311;DES ALPAGES 50;4400;BARCELONNETTE;4
312;PRINCIPALE 1;4850;JAUSIERS;4
313;DES BEAUMES 45;4800;GREOUX-LES-BAINS;4
314;VICTOR HUGO 1690;4000;DIGNE-LES-BAINS;4
315;LE VALLON DES SOURCES 0;4000;DIGNE-LES-BAINS;4
316;VICTOR HUGO 1690;4000;DIGNE-LES-BAINS;4
317;LE SUPERSAUZE 0;4400;ENCHASTRAYES;4
318;LE PONT 0;4800;SAINT-MARTIN-DE-BROMES;4
319;PONT DE LABRAU 0;4260;ALLOS;4
320;DE CARUPE 21;4200;PEIPIN;4
321;LES HAUTES PLAINES 0;4800;GREOUX-LES-BAINS;4
322;LES MARGUERITES 0;4400;ENCHASTRAYES;4
323;DE LA MAIRIE 1001;4000;DIGNE-LES-BAINS;4
324;LE SUPERSAUZE 0;4400;ENCHASTRAYES;4
325;LES HAUTES PLAINES 0;4800;GREOUX-LES-BAINS;4
326;ANCIENNE RTE D FORCALQUIER 75;4130;VOLX;4
327;BEAUDINE 0;4300;FORCALQUIER;4
328;DE LA REPUBLIQUE 1360;4200;SISTERON;4
329;DELEUZE 420;4200;SISTERON;4
330;GRANDE MONTAGNE 0;4140;SELONNET;4
331;LES AUCHES 0;4260;ALLOS;4
332;DES AVETTES 82;4100;MANOSQUE;4
333;MARCEL ANDRE 700;4300;FORCALQUIER;4
334;LACHAUD ET CHAUVET 0;4260;ALLOS;4
335;DU DCT BERNARD FOUSSIER 103;4100;MANOSQUE;4
336;ANDRE HONNORAT 60;4400;BARCELONNETTE;4
337;DOC CASIMIR CAIRE 330;4300;FORCALQUIER;4
338;DES THERMES 265;4800;GREOUX-LES-BAINS;4
339;LA CHAPELLE 0;4260;ALLOS;4
340;TANNERIE 230;4500;RIEZ;4
341;POTERIE 1220;4200;SISTERON;4
342;DES CORDELIERS 265;4300;FORCALQUIER;4
343;LES LAVANDES 0;4100;MANOSQUE;4
344;LES MARMOTTES BLEUES 0;4400;UVERNET-FOURS;4
345;LE VILLAGE 0;4200;NOYERS-SUR-JABRON;4
346;FONT CHAUDE 570;4200;SISTERON;4
347;SAINT PIERRE 0;4140;SEYNE;4
348;DE LA FERRAILLE 2;4300;PIERRERUE;4
349;LA SESTRIERE 0;4260;ALLOS;4
350;DES EAUX CHAUDES 520;4000;DIGNE-LES-BAINS;4
351;JULES BOURDIN 335;4700;ORAISON;4
352;DES THERMES 265;4800;GREOUX-LES-BAINS;4
353;DE PROVENCE 855;4100;MANOSQUE;4
354;DE STE ANNETTE 250;4800;GREOUX-LES-BAINS;4
355;HENRI JAUBERT 810;4000;DIGNE-LES-BAINS;4
356;DES THERMES 265;4800;GREOUX-LES-BAINS;4
357;JEANNE D ARC 0;4100;MANOSQUE;4
358;MARIUS DEBOUT 720;4300;FORCALQUIER;4
359;LES HAUTES PLAINES 0;4800;GREOUX-LES-BAINS;4
360;PRA CHAUVET 0;4400;UVERNET-FOURS;4
361;ADRECH DE CHAUVET 0;4260;ALLOS;4
362;LES MELEZES 0;4400;UVERNET-FOURS;4
363;STATION DE SAINT JEAN 0;4140;MONTCLAR;4
364;LES SAGNES 0;4140;SEYNE;4
365;LES HAUTES PLAINES 0;4800;GREOUX-LES-BAINS;4
366;LES HAUTES PLAINES 0;4800;GREOUX-LES-BAINS;4
367;DU FRESQUIE 903;4300;FORCALQUIER;4
368;LE CEZANNE 0;4800;GREOUX-LES-BAINS;4
369;DE PROVENCE 855;4100;MANOSQUE;4
370;DES EAUX CHAUDES 520;4000;DIGNE-LES-BAINS;4
371;DU LAC 10;4160;L ESCALE;4
372;LES VIEUX BAINS 0;4800;GREOUX-LES-BAINS;4
373;NATIONALE 150;4120;CASTELLANE;4
374;LE CHRISTIANA 0;4400;UVERNET-FOURS;4
375;GRANDE 30;4180;VILLENEUVE;4
376;PAUL MARTIN NALIN 730;4100;MANOSQUE;4
377;DE L ANCIENNE MAIRIE 1000;4000;DIGNE-LES-BAINS;4
378;LA COLETTE 0;4100;MANOSQUE;4
379;MAZAGRAND 0;4850;JAUSIERS;4
380;LA COLETTE 0;4100;MANOSQUE;4
381;DU CHASTEL 49;4850;JAUSIERS;4
382;DES THERMES 1605;4000;DIGNE-LES-BAINS;4
383;LA BERANGERE 0;4400;UVERNET-FOURS;4
384;GEORGES DE SALVE 2;4210;VALENSOLE;4
385;DES ARCADES 80;4200;SISTERON;4
386;DES AJONCS 35;4000;DIGNE-LES-BAINS;4
387;JEAN MOULIN 793;4200;SISTERON;4
388;DES ALPES 35;4100;MANOSQUE;4
389;DES SALETTES 685;4160;CHATEAU-ARNOUX-SAINT-AUBAN;4
390;CHANTEMERLE 0;4140;SEYNE;4
391;LA PETITE OURSE 2 0;4260;ALLOS;4
392;DE L HUBAC 870;4000;DIGNE-LES-BAINS;4
393;L EDELWEISS 0;4400;UVERNET-FOURS;4
394;SAINT PROMASSE 1340;4300;FORCALQUIER;4
395;DU LAC 470;4160;CHATEAU-ARNOUX-SAINT-AUBAN;4
396;DE LA REPUBLIQUE 255;4290;VOLONNE;4
397;GRENETTE 240;4400;BARCELONNETTE;4
398;LOUIS ANDRIEUX 682;4300;FORCALQUIER;4
399;PIERRE MAITRE 317;4220;SAINTE-TULLE;4
400;LES HAUTES PLAINES 0;4800;GREOUX-LES-BAINS;4
401;DES PRISONS 1060;4300;FORCALQUIER;4
402;DE L ARMISTICE 60;4100;MANOSQUE;4
403;LE SCHUSS 3 0;4260;ALLOS;4
404;MARCEL ANDRE 700;4300;FORCALQUIER;4
405;REINE DES ALPES 456;4400;BARCELONNETTE;4
406;LE SEIGNUS BAS 0;4260;ALLOS;4
407;GENERAL DE GAULLE 745;4000;DIGNE-LES-BAINS;4
408;STATION DU GRAND PUY 0;4140;SEYNE;4
409;DES PASQUIERS 423;4400;BARCELONNETTE;4
410;DU FOUR 14;4230;SAINT-ETIENNE-LES-ORGUES;4
411;LE VILLAGE 0;4120;DEMANDOLX;4
412;LE VILLAGE 0;4330;BARREME;4
413;CHARLES DE GAULLE 175;4100;MANOSQUE;4
414;LA TOVIERE 0;4400;UVERNET-FOURS;4
415;LES MELEZES ROI SOLEIL 0;4400;ENCHASTRAYES;4
416;LES MELEZES ROI SOLEIL 0;4400;ENCHASTRAYES;4
417;LES MELEZES ROI SOLEIL 0;4400;ENCHASTRAYES;4
418;LES AUCHES 0;4260;ALLOS;4
419;TRAVERSIERE 530;4400;BARCELONNETTE;4
420;LA LUQUECE 0;4100;MANOSQUE;4
421;JEAN GIONO 525;4100;MANOSQUE;4
422;LE SEIGNUS BAS 0;4260;ALLOS;4
423;DU MITAN 140;4120;CASTELLANE;4
424;DE COCODY 73;4850;JAUSIERS;4
425;LA SAPINIERE 0;4400;UVERNET-FOURS;4
426;LES PLAINES 0;4800;GREOUX-LES-BAINS;4
427;LA ROCHAILLE 0;4400;UVERNET-FOURS;4
428;LE PONT 0;4800;SAINT-MARTIN-DE-BROMES;4
429;DU TRIBUNAL 1655;4000;DIGNE-LES-BAINS;4
430;GASSENDI 710;4000;DIGNE-LES-BAINS;4
431;ELEMIR BOURGES 280;4100;MANOSQUE;4
432;PONT DE LABRAU 0;4260;ALLOS;4
433;DE VILLEVIEILLE 550;4400;BARCELONNETTE;4
434;LES AUCHES 0;4260;ALLOS;4
435;LES CHABRANDS 0;4210;VALENSOLE;4
436;LE CLOS DE L EDEN 0;4800;GREOUX-LES-BAINS;4
437;DE STE ANNETTE 250;4800;GREOUX-LES-BAINS;4
438;DU GALOUBET 418;4700;ORAISON;4
439;DES EAUX CHAUDES 70;4800;GREOUX-LES-BAINS;4
440;LE SEIGNUS BAS 0;4260;ALLOS;4
441;DES SAVELS 984;4100;MANOSQUE;4
442;GRANDE 24;4140;SEYNE;4
443;SAINT CHARLES 1420;4000;DIGNE-LES-BAINS;4
444;LE PONT 0;4800;SAINT-MARTIN-DE-BROMES;4
445;DE L HUBAC 870;4000;DIGNE-LES-BAINS;4
446;LES LOUVES 0;4180;VILLENEUVE;4
447;LES PLAINES 0;4800;GREOUX-LES-BAINS;4
448;LE MONOIKOS 0;4400;UVERNET-FOURS;4
449;LES BALCONS DU SOLEIL 0;4100;MANOSQUE;4
450;LE MONOIKOS 0;4400;UVERNET-FOURS;4
451;DE LA GRANDE FONTAINE 22;4160;L ESCALE;4
452;JEAN JAURES 790;4200;SISTERON;4
453;RAVEL 0;5300;LARAGNE-MONTEGLIN;5
454;PEYRE CHOUSSOUS 0;5260;SAINT-MICHEL-DE-CHAILLOL;5
455;BARBA 0;5230;MONTGARDIN;5
456;DE L ARCHEVECHE 11;5200;EMBRUN;5
457;PIED DE CHANCHORE 0;5200;SAINT-SAUVEUR;5
458;MARTIAL LUCIEN 92;5560;VARS;5
459;SERRE PAIX 0;5100;BRIANCON;5
460;MERLETTE 0;5170;ORCIERES;5
461;AICARDI HUBERT 3;5560;VARS;5
462;TETE D'AMONT 64;5340;VALLOUISE-PELVOUX;5
463;CHARLES DE GAULLE 27;5120;L'ARGENTIERE-LA-BESSEE;5
464;RAVEL 0;5300;LARAGNE-MONTEGLIN;5
465;FRANCOIS CHABAS 331;5100;BRIANCON;5
466;MAURICE PETSCHE 550;5100;BRIANCON;5
467;PASTEUR 610;5100;BRIANCON;5
468;DES REMPARTS 1750;5000;GAP;5
469;LA JOUE DU LOUP 0;5250;LE DEVOLUY;5
470;LA CHAPELLE 0;5800;LA CHAPELLE-EN-VALGAUDEMAR;5
471;PASTEUR 610;5100;BRIANCON;5
472;L ADROIT D'ABRIES 0;5460;ABRIES-RISTOLAS;5
473;CDT DUMONT 650;5000;GAP;5
474;LES AGNEAUX 0;5240;LA SALLE;5
475;DES MARTYRS 114;5400;VEYNES;5
476;GRANDE RUE 400;5100;BRIANCON;5
477;COTE GELEE 240;5260;ANCELLE;5
478;ADRIEN DAURELLE 10;5100;BRIANCON;5
479;MERLETTE 0;5170;ORCIERES;5
480;LE LACAS 0;5200;LES ORRES;5
481;VARANFRAIN 480;5700;SERRES;5
482;LES CHALPS 0;5600;RISOUL;5
